market,stock_code,corp_name,fiscal_year,eval_year,firm_size_group,industry_macro_category,listed_year,current_ratio,cash_ratio,assets_total,equity_ratio,debt_ratio,total_borrowings_ratio,capital_impairment_ratio,net_margin,gross_profit,interest_coverage_ratio,pretax_roa,operating_roa,pretax_roe,ocf_to_total_liabilities,ocf_to_total_borrowings,ocf_to_sales,cashflow_coverage_ratio,accruals_ratio,depreciation,intangible_assets_ratio,total_debt_turnover,dividend_payer,market_to_book,spec_spread,short_term_borrowings_share,total_assets_growth,net_margin_diff,is_2y_consecutive_ocf_deficit,icr_under_1,is_2y_consecutive_operating_loss,market_KOSDAQ,market_KOSPI,firm_size_group_large,firm_size_group_mid_sized,firm_size_group_other,firm_size_group_small_and_medium,industry_macro_category_construction,industry_macro_category_it_services,industry_macro_category_manufacturing,industry_macro_category_other,industry_macro_category_transport_storage,industry_macro_category_wholesale_retail,is_speculative
KOSDAQ,102120,어보브반도체(주),2014,2015,small_and_medium,manufacturing,2009,3.724793417801903,0.5688674663569966,86739108.0,0.7985950581829825,0.2521990835696726,0.0484026190354643,-6.934799051573416,0.0733742210664703,20949202.0,86.8971846887861,0.0735433548613389,0.0825211160806495,0.0920909215600078,0.5920200621820028,2.463415586890244,0.1123970603720019,125.5588010343446,-0.0413971515593635,533007.0,0.1060588725445504,5.267220158806527,1,1.789585,5.726,1.0,,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,102120,어보브반도체(주),2016,2017,small_and_medium,manufacturing,2009,4.393283882560089,1.7306579025831377,98989549.0,0.8105597086819741,0.2337154183596732,0.0446208720478158,-8.191126009713594,0.0673464234952496,24329019.0,116.05177535187435,0.0708483377371484,0.0935393998006799,0.0874066857484844,0.8100486812235737,3.4391050486755717,0.1471932904203389,190.38849687292415,-0.0832440806453214,547460.0,0.1087387214987715,5.50329895411892,1,2.004107,6.043,1.0,0.1412331909154519,-0.0060277975712207,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,102120,어보브반도체(주),2017,2018,small_and_medium,manufacturing,2009,5.605782286538447,1.22691140913483,89757486.0,0.8228625186761581,0.2152698382821289,0.0,-7.4604277954190845,-0.0468018240897012,25107846.0,199.87047442353563,-0.0539724452621144,0.0840165354007352,-0.0655910848253808,0.4486145559443539,,0.0674013642656952,189.04609064404983,-0.1346459725933054,574028.0,0.1300780861888222,6.655867590096868,1,1.806055,6.229,,-0.0932630069867274,-0.1141482475849508,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,102120,어보브반도체(주),2018,2019,small_and_medium,manufacturing,2009,6.219833231646154,1.8353265710410571,95153898.0,0.8287531531288398,0.2066319099054309,0.0,-8.033293901471358,0.0752556160267783,26073990.0,1000000.0,0.0897436592665914,0.0815715400329684,0.1082875629827495,0.7144275123267815,,0.1062729294631239,1000000.0,-0.0357077331713725,488098.0,0.1259034600978721,6.7225728690831215,1,0.932107,6.168,,0.0601221384475942,0.1220574401164795,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,102710,(주)이엔에프테크놀로지,2014,2015,mid_sized,manufacturing,2009,1.2709194426733186,0.1411879400182279,186276429.0,0.6253039025136132,0.5992223876744946,0.1767443265728483,-15.4055461971831,0.0313935787674201,48955140.0,18.058377626973652,0.0594163848824909,0.0743416817379508,0.0950200128987639,0.1729841995759964,0.3667246681393014,0.0485691569213472,15.74461173733654,-0.022921150157973,12209195.0,0.0338279997841272,3.561605976733888,1,0.805825,5.726,0.7782051751674239,,,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,102710,(주)이엔에프테크놀로지,2015,2016,mid_sized,manufacturing,2009,1.4082301801235413,0.1352736170485073,221554089.0,0.6575997881943854,0.52068175500142,0.0994141976770286,-19.520270704225354,0.0931470281456336,76347181.0,42.243557148132325,0.1724943203372789,0.1709123138774478,0.2623089657782704,0.50988353347548,1.7561297474368716,0.1240333804365924,43.15112658568176,-0.0434743454452786,13318970.0,0.0297011850681753,4.11085734889036,1,1.827461,5.913,0.7545664771691805,0.1893833814046328,0.0617534493782134,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,102710,(주)이엔에프테크놀로지,2016,2017,mid_sized,manufacturing,2009,1.5575339887115365,0.4031638904005228,255574341.0,0.6506101956455793,0.5370186429490742,0.1312428386541354,-22.419615774647887,0.0647100637136643,80152117.0,51.01181264187205,0.1302912720804002,0.1617031226151141,0.2002601142011254,0.5054563203260417,1.3456070188623308,0.1350189337141265,55.711674025395325,-0.0919621895845952,15414678.0,0.0239072317514065,3.7435958529804143,1,2.023944,6.043,0.7272407838913382,0.1535528057891091,-0.0284369644319692,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,102710,(주)이엔에프테크놀로지,2017,2018,mid_sized,manufacturing,2009,1.6986436279174593,0.2314148500090415,265199699.0,0.7195781771984591,0.3897030672793748,0.0825259006044347,-25.877734647887323,0.0672031170224862,82678071.0,77.40446007185956,0.1665415125527725,0.1709977958911635,0.2314432508239345,0.4423428758122317,1.5030747272072305,0.084996740320394,56.14955493159687,-0.0259676689904538,14777497.0,0.0230710103483186,5.204233411126428,1,1.919805,6.229,0.7552299102561455,0.0376616759035289,0.0024930533088218,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,102710,(주)이엔에프테크놀로지,2018,2019,mid_sized,manufacturing,2009,1.540782500355471,0.1526178507946453,310659266.0,0.7217000184375637,0.3856172571048823,0.1087702949764904,-30.516078481646822,0.0681951656608913,75812562.0,43.285074369235105,0.1230746196380957,0.1146225363192611,0.1705343168821648,0.3553925427534236,0.9093083558988472,0.0722202938891758,37.349917097387475,-0.0055124156509144,14122541.0,0.0228811523683958,4.920951212117525,1,0.796419,6.168,0.9172770453233896,0.1714163597146465,0.0009920486384051,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,102710,(주)이엔에프테크놀로지,2019,2020,mid_sized,manufacturing,2009,1.7240018118585376,0.2625036729927754,386226184.0,0.6965472983053889,0.4356526863758901,0.1001844452886705,-36.816686248000046,0.0971524734749545,107191408.0,48.7085675034855,0.1532046206375277,0.1544089330825897,0.2199486251834659,0.5225799092346857,1.5828633362361195,0.1273293198206264,50.023796941910014,-0.0375828014809063,20179551.0,0.0135026319189172,4.104160062826565,1,1.51256,6.092,0.591683082709565,0.2432469469621421,0.0289573078140632,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,102710,(주)이엔에프테크놀로지,2020,2021,mid_sized,manufacturing,2009,1.426669717666279,0.3986780324015956,463470437.0,0.6785371684882676,0.4737586184525877,0.1656154910264535,-43.11355524078128,0.0974739559096104,117695342.0,49.12907257152,0.1367296227353547,0.1470800952078848,0.2015064599039999,0.4967900378954703,0.9642789527652952,0.1521062748384234,53.3443352643649,-0.057359604578188,23150827.0,0.0169326053475984,3.266071951490437,1,2.160334,6.282,0.6970489181280713,0.1999974527879238,0.0003214824346559,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,102710,(주)이엔에프테크놀로지,2021,2022,mid_sized,manufacturing,2009,1.159485329425528,0.2433328588964677,582802441.0,0.5941093355852983,0.6831918640275711,0.2183668788031037,-47.46757353597844,0.0345658755045027,85387237.0,14.74126468357401,0.050089771329561,0.0446193549831065,0.0843106955729186,0.0623175411862497,0.1158330802519943,0.0282514159281447,8.356623353359266,0.0056534732324499,28501182.0,0.0258640611973689,2.2058201027781936,1,1.413316,6.246,0.7200933487081065,0.2574748990948046,-0.0629080804051077,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,102710,(주)이엔에프테크놀로지,2022,2023,mid_sized,manufacturing,2009,1.3813510707982255,0.3187889434709033,662279123.0,0.591406505803445,0.6908843412898669,0.2131873104506723,-53.82652264485679,0.0661596664795182,135421622.0,17.135312263759847,0.0963633516196463,0.0976105553609607,0.1629392823278695,0.2249682607847192,0.4311727914904156,0.0894978656503967,16.13644780689617,-0.0239699628882911,34823336.0,0.017630212994046,2.513671797085162,1,0.73687,5.851,0.5942955462589092,0.1363698509286099,0.0315937909750154,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,102710,(주)이엔에프테크놀로지,2023,2024,mid_sized,manufacturing,2009,1.0008948454262767,0.2115442731437411,658600745.0,0.5560909971336276,0.7982668396980035,0.2869019074674748,-50.26625823532689,-0.0404423781628695,92036449.0,2.5510374470772996,-0.0300986783730407,0.0375044610676837,-0.0541254552369745,0.1770939065285532,0.2740085632568086,0.0900806402309217,5.3472621481313025,-0.1139077347991764,41181761.0,0.0121873503195019,1.9659485775697536,1,0.963597,6.374,0.7475910382542696,-0.0055541204188011,-0.1066020446423877,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,104040,(주)대성파인텍,2014,2015,small_and_medium,manufacturing,2009,1.5330130010931513,0.378526647527166,52486137.0,0.6104694083315753,0.63808372107133,0.2277831572935154,-11.004560740688566,0.0853100942725773,6775604.0,19.72109832227858,0.0743601686670139,0.0770415624224735,0.1218081817895538,0.1281452501047202,0.2191404126884976,0.0673977077631909,12.777623878267654,0.0132663792726829,1655735.0,0.0085064557142012,1.9013295015161689,1,0.57728,5.726,0.8918526584259675,,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
KOSDAQ,104040,(주)대성파인텍,2018,2019,small_and_medium,manufacturing,2009,1.4069121162608813,0.4559206807328144,92396974.0,0.5596272341126669,0.786903744213912,0.3298242212997148,-15.519408471474648,0.0772865668303009,6019668.0,0.8651277595806841,0.0343479755083754,0.0082012209620631,0.0613765260420837,0.0392581445193039,0.0524164587350318,0.0413960923689729,1.8236939478458232,0.0149889107840263,1900548.0,0.0006708661259837,0.9483538728580234,0,0.989745,6.168,0.4033915279398427,0.7604072100029003,-0.0080235274422763,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,104460,디와이피엔에프(주),2016,2017,small_and_medium,manufacturing,2009,1.583592578036786,0.3230565006187665,101081179.0,0.5599727027323257,0.7858013524831615,0.0827396364262826,-9.566488133896032,-0.0039399414819916,9939282.0,4.897442089312558,-0.0031632891816586,0.0160509999591516,-0.0056490060430155,0.0308693109762139,0.1641696817808982,0.0148719668494065,4.144515614906758,-0.0171818929812838,555500.0,0.0039004293766696,2.0756710453160956,1,0.945442,6.043,1.0,,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,104460,디와이피엔에프(주),2017,2018,small_and_medium,manufacturing,2009,1.5626660367838392,0.3699816359659693,93786395.0,0.5622877497317175,0.7784488466574752,0.0919353068214211,-8.844461809661826,-0.0298070457388676,10801046.0,9.680563245633254,-0.0326677979252747,0.0259126816848008,-0.0580980075430443,0.0658574237102539,0.3135531073505955,0.0283354793610837,10.76915692405744,-0.0591502744081377,480508.0,0.0020243874391376,2.3242036201689715,1,0.732391,6.229,1.0,-0.0721675792879305,-0.0258671042568759,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,104460,디와이피엔에프(주),2018,2019,small_and_medium,manufacturing,2009,1.141936283082268,0.1699008013863157,133139041.0,0.3579341013880369,1.7938103581695295,0.1312113927574407,-7.896148325506229,0.0893493261907651,25398116.0,41.061807832324824,0.1031696330154578,0.1005608264821435,0.2882363893671353,0.1006127951045082,0.4923356375010668,0.0767384849285148,26.37801134150568,0.0106160671534354,511770.0,0.0008852549869275,1.3111126079467608,0,1.107221,6.168,0.5792633261472273,0.4195986635374992,0.1191563719296327,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,104540,(주)코렌텍,2018,2019,small_and_medium,manufacturing,2013,3.165253545806496,0.6776049434465073,64259905.0,0.3748205821343807,1.6679431792869988,0.3963545386505006,-3.8476525572613647,-0.8909556974452109,18227555.0,-4.380821632200799,-0.4594959796470287,-0.08109140528608,-1.225909145731731,0.1309047840951545,0.2064792269875132,0.1574268410089981,4.4212079839527325,-0.5450058944220351,4026459.0,0.0234527112979703,0.8315277322224383,0,2.50843,6.168,0.0227605698613313,,,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
KOSDAQ,104540,(주)코렌텍,2019,2020,small_and_medium,manufacturing,2013,1.3243109414388368,0.1494332504861081,62778527.0,0.476896503162618,1.096891030587003,0.1611836958200691,-4.655595143710291,0.0623447140541486,25010625.0,3.669610307701254,0.0303028454299349,0.0522714876696613,0.063541764783295,0.1173955570255934,0.380994033427629,0.0959271236414093,4.311162277857051,-0.0214985770532653,2330787.0,0.0142910011252732,1.2237994069793705,0,2.107861,6.092,0.9937740114390188,-0.0230529130100643,0.9533004114993596,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
KOSDAQ,104540,(주)코렌텍,2020,2021,small_and_medium,manufacturing,2013,2.3413879607816117,0.2351312227926341,96144972.0,0.4826655105791699,1.0718281453321563,0.3210555826049853,-6.983267190112459,0.0388727537282477,24627623.0,4.064055232424913,0.0213946081340582,0.0415044376943601,0.0443259517515265,-0.0725326221665933,-0.1168757945152048,-0.0890877843008198,-3.67425986900733,0.0538967653971546,2515942.0,0.0086190362611993,0.8141702337289556,0,4.592214,6.282,0.5634826233612416,0.5314945506765395,-0.0234719603259009,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,104540,(주)코렌텍,2021,2022,small_and_medium,manufacturing,2013,3.828089485148713,0.6115784835290679,118903126.0,0.4763111694809436,1.0994678774586413,0.3229133521687226,-8.575031898521196,0.0171173904373096,27179437.0,1.9019556915289608,0.0172913115841882,0.0317783487038011,0.0363025532301318,0.0654547979106973,0.1061521499173065,0.0913238269582811,2.051558316634477,-0.0278530187675637,3090402.0,0.0067379220963458,0.7167329720051984,0,2.660226,6.246,0.3047239478409488,0.2367066475405495,-0.021755363290938,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,104540,(주)코렌텍,2022,2023,small_and_medium,manufacturing,2013,1.7246021375210168,0.2374233259071367,171816907.0,0.4379919084447259,1.2831472013967553,0.1794886110945996,-11.188607843010224,0.0414837802601068,39950706.0,1.6104042844185629,0.0143477905815171,0.0340187767435482,0.0327581179124175,0.1097676311004898,0.3437003411699235,0.1658520654171625,2.920337763298989,-0.04625999931427,3419303.0,0.0353136493139176,0.6618406036994157,0,1.861364,5.851,0.4354507762820397,0.4450158947040635,0.0243663898227971,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,104540,(주)코렌텍,2023,2024,small_and_medium,manufacturing,2013,1.2361398229823413,0.1828228955931072,187127564.0,0.4602271101012141,1.1728402623568386,0.0904675219306547,-12.501400053459294,0.0557849956849312,51698028.0,1.8063940136135272,0.0362690554770434,0.0376869492086157,0.0788068644393136,0.0260796384307784,0.1556037057665716,0.0286183954397343,0.6747363896745386,0.0133629591843561,3989428.0,0.0642766129312729,0.9112893308675486,0,1.83936,6.374,0.9193031092800876,0.0891103050760889,0.0143012154248243,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,104620,(주)노랑풍선,2019,2020,small_and_medium,it_services,2019,1.1278544808485962,0.3063720052280426,114981929.0,0.4888671331996874,1.045545572791719,0.1243673690671862,-22.590018570394385,-0.0215659969849102,76779803.0,-4.422050512015776,-0.0160628545377769,-0.0179030045669176,-0.032857300986147,0.1090843325683364,0.4483216783216783,0.0834985210889379,13.771903255118549,-0.0701573983856193,1972635.0,0.0570842397330105,1.3064223311469902,1,1.309876,6.092,1.0,,,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
KOSDAQ,104620,(주)노랑풍선,2021,2022,mid_sized,it_services,2019,0.8473433691616375,0.0938380800333359,87953604.0,0.494636001499154,1.0216886699900074,0.2202297474927804,-5.085916086997576,-3.512120380159374,2928456.0,-10.403368918408807,-0.1452045216930508,-0.167326867015023,-0.293558336338159,-0.3191288766560285,-0.7323090862157976,-4.843790379640329,-10.02717797768758,0.0443385696849898,1360485.0,0.095444298109717,0.0658841220704776,0,4.748669,6.246,0.996386164171399,-0.2350658510869129,-3.490554383174464,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
KOSDAQ,104620,(주)노랑풍선,2022,2023,small_and_medium,it_services,2019,0.6253397870891276,0.2563511954795745,92999500.0,0.351424082925177,1.845564799305213,0.2301195167715955,-3.1508941077135746,-1.0942594165913606,22004645.0,-13.22167144765685,-0.307700643551847,-0.2248564884757445,-0.8755821200146967,-0.0003573439605223,-0.0010071491986355,-0.0009795204603391,-0.0136278768926113,-0.2586813477491814,1131512.0,0.0852656842241087,0.3648152080443474,0,3.623316,5.851,0.996729124807252,0.0573699742878074,2.4178609635680135,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
KOSDAQ,104620,(주)노랑풍선,2023,2024,small_and_medium,it_services,2019,0.8120326149818949,0.0642105456847244,105280369.0,0.3826905279938751,1.6130774786670572,0.1643071748732187,-4.086413275591925,0.0600283136283765,98612582.0,3.799773154077197,0.0648570295189599,0.0628458188629639,0.1694764431692388,0.0464511089293586,0.1745189128192795,0.0306135782957188,1.7337253843459084,0.0275517936302065,1180453.0,0.0585330110307649,1.517336800051712,0,2.583353,6.374,0.9966285743355424,0.1320530648014236,1.1542877302197372,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
KOSDAQ,104830,(주)원익머트리얼즈,2014,2015,mid_sized,manufacturing,2011,2.6952675419511096,1.284888194215144,211658802.0,0.8444325079379406,0.1842272657668603,0.008023450874488,-57.02031261158903,0.138034865519191,44380782.0,71.88781318938476,0.1283902665196035,0.1291722562050596,0.1520432542715886,0.8494798939807537,16.470650687714414,0.1927021019533625,73.54581787490041,-0.0374897567453868,8800518.0,0.0283810309008552,4.4082544267542225,0,1.571863,5.726,0.0,,,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,104830,(주)원익머트리얼즈,2015,2016,mid_sized,manufacturing,2011,2.714803755228318,0.9437747301602312,234156235.0,0.8647759945405682,0.1563688241962274,0.01878247658022,-64.41306725675152,0.1102661776534086,57635135.0,44.24198050659492,0.120174668848771,0.1423457974544218,0.1389662405148243,0.8236631692270454,5.929943924944646,0.1355030637349328,34.61731284087907,-0.0207438849535652,10284515.0,0.0270393782168559,6.078557536073663,0,2.008773,5.913,0.6947195042148379,0.1062910343790002,-0.0277686878657823,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,104830,(주)원익머트리얼즈,2016,2017,mid_sized,manufacturing,2011,1.986792057186754,0.5460432461064698,262307871.0,0.8425932327436717,0.1868122851447272,0.0155014753636576,-69.77358769092831,0.089522978362962,48397595.0,65.69928215432279,0.0761638182027713,0.0892521635387754,0.0903921551265786,0.8090937898910399,8.215788167654043,0.190850204968282,93.74845935388277,-0.0676169835559376,11397534.0,0.0206390070544242,4.239417977180091,0,1.901839,6.043,0.7685267595290789,0.1202258654355285,-0.0207431992904466,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,104830,(주)원익머트리얼즈,2017,2018,mid_sized,manufacturing,2011,2.101310174111614,0.9580771151353616,279621314.0,0.8648862046331705,0.1562214712675828,0.01358491935275,-75.72608407360406,0.087441756020773,68779873.0,110.9703760200328,0.0845527283374399,0.1175950271086988,0.097761679958003,1.0829747794224125,10.771122664390058,0.2015222706445527,138.08170386819387,-0.0828335854254658,14978535.0,0.0105908700507715,5.373970707845861,0,1.811639,6.229,0.7319046088421809,0.0660042831882845,-0.0020812223421889,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,104830,(주)원익머트리얼즈,2018,2019,mid_sized,manufacturing,2011,2.6100216916332495,0.9328543267818632,315098910.0,0.891691297821373,0.1214643480801624,0.0010966683445525,-43.57026586294416,0.1765845803455957,82423211.0,228.52018622599684,0.1606111300099388,0.1338105993448216,0.1801196562110142,1.207686285559339,119.2730098188732,0.1765401239189376,223.38373069856428,3.293886354605289e-05,19013922.0,0.012397653168651,6.840860076170989,0,0.975987,6.168,0.0,0.1268772951978904,0.0891428243248227,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,104830,(주)원익머트리얼즈,2019,2020,mid_sized,manufacturing,2011,1.9080073485583575,0.5382551007801452,358756325.0,0.8570049294601286,0.1668544317825,0.0673247335778679,-47.77156392766498,0.1272699349566542,72922285.0,85.83992370629304,0.0992953476151256,0.1004832207487909,0.1158632164200932,0.7493599755760122,1.5916109410713477,0.1740739423211235,91.53924696873004,-0.0288111659076672,20347187.0,0.0094911190764371,4.3048371604845235,1,1.244578,6.092,0.986141572946065,0.1385514630945565,-0.0493146453889415,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,104830,(주)원익머트리얼즈,2020,2021,mid_sized,manufacturing,2011,1.9350965086617404,0.8491397634332428,400109186.0,0.8463022516058903,0.1816109411294396,0.0692938527034967,-52.71403949873096,0.1197358066791265,86748665.0,62.12998717699,0.1039828213291758,0.1147997911750019,0.1228672393720618,1.1283696057627015,2.502788645684938,0.2507264572709042,93.85967596199627,-0.0906064301158034,23249059.0,0.0094447994003316,4.500401026859018,1,1.305059,6.282,0.9894698693137596,0.1152672667164822,-0.0075341282775276,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,104830,(주)원익머트리얼즈,2021,2022,mid_sized,manufacturing,2011,1.9975347757285864,0.6523736122880239,462931344.0,0.847371080148766,0.1801205177598114,0.0554095511839008,-61.22630599619289,0.169915359864952,94737829.0,89.01707684580613,0.1408142780671165,0.1091120868238293,0.1661778190995082,0.8353637750752901,2.3010594048111837,0.1899532995763408,104.01906121405976,-0.0134498885865027,23973160.0,0.0088273370402847,4.3977323738962655,1,1.137782,6.246,1.0,0.1570125360730908,0.0501795531858254,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,104830,(주)원익머트리얼즈,2022,2023,mid_sized,manufacturing,2011,1.8106555317141175,0.4027308412911024,583018187.0,0.7638989124708043,0.3090737294681081,0.1389859472771473,-69.64831202411168,0.0993222123685948,146057150.0,78.96221462222626,0.1315478911466616,0.1523072658452076,0.1722058887623947,-0.0713887788301371,-0.1212710243512586,-0.0169060083084444,-8.738293664555622,0.1158773216795036,28996207.0,0.0087497630669967,4.222686841723539,1,0.803982,5.851,1.0,0.2594052974732253,-0.0705931474963572,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,104830,(주)원익머트리얼즈,2023,2024,mid_sized,manufacturing,2011,2.7985609004863745,1.0810761619548142,498231220.0,0.8997071660824466,0.1114727521336234,0.0552005452408221,-70.10758232868021,0.0353480326021153,77872101.0,15.47674442657941,0.0370264914350409,0.0495552506725692,0.0411539363371569,2.679339024873031,4.868040753186013,0.3418244459236486,83.92425726903174,-0.2409303495674157,31687514.0,0.0108805164798785,7.838348183767699,1,0.845198,6.374,1.0,-0.1454276537002781,-0.0639741797664794,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,105550,엣지파운드리(주),2016,2017,small_and_medium,manufacturing,2014,0.7172122098126218,0.0192409794686953,77622630.716,0.2709344834619866,2.6909292136683836,0.0,,-0.5881667411590042,892960.877,-8.447140812142015,-0.2427885928518959,-0.1914261505045484,-0.8961155101025018,-0.2023177648072561,,-0.3445661931145108,-6.508921646273949,-0.1042812364813538,0.0,0.0065655258047696,0.5871666137020565,0,,6.043,,,,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
KOSDAQ,105550,엣지파운드리(주),2017,2018,small_and_medium,manufacturing,2014,0.7012870923022417,0.080532468931923,60392171.485,0.2871736041203221,2.482214192572562,0.0,-2.455230928184626,-0.1865116118655883,4046133.967,1000000.0,-0.1092906362480998,-0.0411432968198063,-0.3805734046584183,0.0951846730483885,,0.1157907099574862,1000000.0,-0.177140783680168,0.0,0.0070417176521898,0.8220406722036379,0,,6.229,,-0.221977264517632,0.4016551292934159,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
KOSDAQ,106240,(주)파인테크닉스,2014,2015,small_and_medium,manufacturing,2009,0.8057939509514774,0.0761979674258038,328087814.0,0.366721151673131,1.726867527104977,0.3521874847811324,-6.674442076166308,0.0369539168380791,61857176.0,2.813930165356845,0.0352458137930109,0.0550580766160367,0.0961106650985501,0.1233260127602074,0.2217561915298159,0.0701513613371827,3.991553481996122,-0.0369588307842485,22686879.0,0.0195716991792935,1.7579988529009525,0,0.646301,5.726,0.8925936868268093,,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,106240,(주)파인테크닉스,2015,2016,small_and_medium,manufacturing,2009,0.8467402568008602,0.1032424278960466,326170675.0,0.385753878701695,1.5923264942030662,0.3972975252910152,-6.826211977546982,0.012466862816397,56776167.0,2.1102390802686015,0.0176017724462813,0.0311200907316391,0.0456295410574287,0.0892337949037268,0.1379608704287648,0.0477088074244786,3.716743518845762,-0.0404886306839203,20125851.0,0.0271990576712636,1.870384101404772,0,0.817765,5.913,0.948368908741185,-0.005843371555397,-0.0244870540216821,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,106240,(주)파인테크닉스,2016,2017,small_and_medium,manufacturing,2009,1.30720437117659,0.1031213042137588,251202607.0,0.5203639825282546,0.9217317754033876,0.2512817392854525,-6.807459974735031,0.0044548013703879,29833359.0,0.2285412574480075,-0.0098289903496105,0.0024941898791679,-0.0188886830749797,-0.081116243905154,-0.1548312754025387,-0.0451790410319664,-3.564960487031758,0.0427425580021946,15736020.0,0.022688227913176,1.7954397006293306,1,0.872243,6.043,0.7567629313532384,-0.229843066057364,-0.008012061446009,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,106240,(주)파인테크닉스,2017,2018,small_and_medium,manufacturing,2009,0.9719228090857088,0.0629554817720168,201276199.0,0.4215196700927366,1.3723685297532962,0.2421737306356823,-3.881343066882759,-0.2422919988490218,5165534.0,-7.630812829032071,-0.2137612256876929,-0.1336877839192501,-0.5071204047029747,0.0344216287015438,0.082222935885518,0.0229026406153602,1.136577590030435,-0.2305680861948312,9175967.0,0.0262269608936722,1.5029545841302705,1,1.020211,6.229,0.7699464719703475,-0.1987495615441602,-0.2467468002194097,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
KOSDAQ,106240,(주)파인테크닉스,2018,2019,small_and_medium,manufacturing,2009,0.7889091997853058,0.1250713398011366,156426841.0,0.4511983464525759,1.2163201648885968,0.2167765505153939,-2.7533831192575464,-0.1631996654009348,25548588.0,-6.746088538529965,-0.1385692305836439,-0.1200879329909884,-0.3071137819389338,0.0120864127737121,0.0305985274820271,0.0080006108181746,0.3726194285443405,-0.1419365171479746,8506568.0,0.0332845627177243,1.5106862523866211,0,0.719351,6.168,0.7098245217418948,-0.2228249451391915,0.0790923334480869,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
KOSDAQ,106240,(주)파인테크닉스,2019,2020,small_and_medium,manufacturing,2009,1.0277007929719828,0.1757321901445168,141853537.0,0.584805897367226,0.7099690881222073,0.1785555830024879,-2.8725602415122244,-0.0160456823975228,16748958.0,3.855990689009922,-0.0008433487280616,0.0487663694984214,-0.0014421002453265,0.0264401332956334,0.0614810661137874,0.0115959038417128,0.8680212864038028,-0.0261681596279125,10194469.0,0.029752095642141,2.2801269876456516,0,2.13812,6.092,0.7313589727969503,-0.0931637045588614,0.147153983003412,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
