market,stock_code,corp_name,fiscal_year,eval_year,evaluation_date,security_name,security_type_code,rating_raw,credit_rating,rating_rank,rating_agency,rating_agency_group,is_investment_grade,is_speculative,selection_scope,selection_rule,candidate_count_in_year,big3_candidate_count_in_year,other_domestic_candidate_count_in_year,foreign_candidate_count_in_year
KOSDAQ,046140,(주)에스비에스콘텐츠허브,2014,2015,2015-07-13,기업신용평가,40,A+,A+,5,NICE신용평가정보 (,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,046940,우원개발(주),2021,2022,2022-05-02,기업신용평가,40,A,A,6,전문건설공제조합,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,046940,우원개발(주),2022,2023,2023-05-02,기업신용평가,40,A,A,6,전문건설공제조합,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,046940,우원개발(주),2023,2024,2024-04-12,기업신용평가,40,A,A,6,전문건설공제조합,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,046970,(주)우리로,2014,2015,2015-04-21,기업신용평가,40,B,B,15,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,046970,(주)우리로,2015,2016,2016-04-21,기업신용평가,40,B+,B+,14,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,046970,(주)우리로,2016,2017,2017-04-09,기업신용평가,40,B,B,15,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,046970,(주)우리로,2017,2018,2018-04-09,기업신용평가,40,B-,B-,16,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,046970,(주)우리로,2018,2019,2019-04-05,기업신용평가,40,B-,B-,16,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,046970,(주)우리로,2019,2020,2020-04-03,기업신용평가,40,B-,B-,16,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,046970,(주)우리로,2020,2021,2021-07-13,기업신용평가,40,B-,B-,16,NICE평가정보,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,046970,(주)우리로,2021,2022,2022-04-22,기업신용평가,40,B+,B+,14,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,046970,(주)우리로,2022,2023,2023-04-25,기업신용평가,40,B+,B+,14,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,046970,(주)우리로,2023,2024,2024-04-25,기업신용평가,40,B,B,15,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,047440,레이젠(주),2014,2015,2015-10-04,기업신용평가,40,BB-,BB-,13,(주)이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,047440,레이젠(주),2015,2016,2016-10-06,기업신용평가,40,B+,B+,14,(주)이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,047440,레이젠(주),2016,2017,2017-09-14,기업신용평가,40,CCC+,CCC,17,(주)나이스디앤비,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,3,0,3,0
KOSDAQ,048410,현대바이오사이언스(주),2017,2018,2018-10-04,기업신용평가,40,BB,BB,12,한국기업데이터(주),OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,048410,현대바이오사이언스(주),2018,2019,2019-12-05,기업신용평가,40,BB+,BB+,11,한국기업데이터(주),OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,048430,(주)유라테크,2014,2015,2015-04-21,기업신용평가,40,A-,A-,7,NICE신용평가정보(주),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048430,(주)유라테크,2015,2016,2016-04-19,기업신용평가,40,A-,A-,7,NICE신용평가정보(주),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048430,(주)유라테크,2016,2017,2017-04-26,기업신용평가,40,A-,A-,7,NICE신용평가정보(주),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048430,(주)유라테크,2017,2018,2018-04-20,기업신용평가,40,A-,A-,7,NICE신용평가정보(주),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048430,(주)유라테크,2018,2019,2019-04-09,기업신용평가,40,A-,A-,7,NICE신용평가정보(주),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048430,(주)유라테크,2019,2020,2020-04-24,기업신용평가,40,A-,A-,7,NICE신용평가정보(주),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048430,(주)유라테크,2020,2021,2021-04-21,기업신용평가,40,A-,A-,7,NICE신용평가정보(주),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048430,(주)유라테크,2021,2022,2022-04-15,기업신용평가,40,A-,A-,7,NICE신용평가정보(주),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048430,(주)유라테크,2022,2023,2023-04-13,기업신용평가,40,A-,A-,7,NICE신용평가정보(주),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048430,(주)유라테크,2023,2024,2024-04-09,기업신용평가,40,A-,A-,7,NICE신용평가정보(주),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048550,(주)에스엠컬처앤콘텐츠,2019,2020,2020-07-14,기업신용평가등급(상응 회사채등급),10,BBB-,BBB-,10,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,048550,(주)에스엠컬처앤콘텐츠,2020,2021,2021-04-08,기업신용평가등급(상응 회사채등급),10,BB+,BB+,11,나이스디앤비,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,048550,(주)에스엠컬처앤콘텐츠,2021,2022,2022-04-12,기업신용평가등급(상응 회사채등급),10,BB+,BB+,11,나이스디앤비,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,048550,(주)에스엠컬처앤콘텐츠,2022,2023,2023-04-10,기업신용평가등급(상응 회사채등급),10,BBB0,BBB,9,나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048550,(주)에스엠컬처앤콘텐츠,2023,2024,2024-04-15,기업신용평가등급(상응 회사채등급),10,BBB0,BBB,9,나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048830,(주)엔피케이,2021,2022,2022-11-02,기업신용평가등급,40,BBB-,BBB-,10,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048830,(주)엔피케이,2022,2023,2023-11-22,기업신용평가등급,40,BBB-,BBB-,10,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048830,(주)엔피케이,2023,2024,2024-10-24,기업신용평가등급,40,BBB,BBB,9,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048870,(주)시너지이노베이션,2018,2019,2019-06-30,기업신용평가,40,B,B,15,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,048870,(주)시너지이노베이션,2019,2020,2020-05-31,기업신용평가,40,BB-,BB-,13,한국기업데이터,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048870,(주)시너지이노베이션,2020,2021,2021-04-30,기업신용평가,40,BB-,BB-,13,한국기업데이터,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048870,(주)시너지이노베이션,2021,2022,2022-05-31,기업신용평가,40,BB-,BB-,13,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,048870,(주)시너지이노베이션,2022,2023,2023-05-31,기업신용평가,40,B,B,15,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,049070,인탑스(주),2014,2015,2015-04-22,신용등급,40,BBB+,BBB+,8,나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,049070,인탑스(주),2015,2016,2016-05-10,신용등급,40,BBB+,BBB+,8,나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,049070,인탑스(주),2016,2017,2017-09-15,신용등급,40,BBB+,BBB+,8,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,049070,인탑스(주),2017,2018,2018-09-20,신용등급,40,BBB+,BBB+,8,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,049070,인탑스(주),2018,2019,2019-04-26,신용등급,40,BBB+,BBB+,8,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,049070,인탑스(주),2019,2020,2020-09-21,신용등급,40,A-,A-,7,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,049070,인탑스(주),2020,2021,2021-10-06,신용등급,40,A-,A-,7,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,049070,인탑스(주),2021,2022,2022-09-15,신용등급,40,A+,A+,5,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,049070,인탑스(주),2022,2023,2023-10-04,신용등급,40,A,A,6,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,049120,(주)파인디앤씨,2014,2015,2015-05-07,기업신용인증,40,B+,B+,14,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,049120,(주)파인디앤씨,2015,2016,2016-04-20,기업신용인증,40,BB,BB,12,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,049120,(주)파인디앤씨,2016,2017,2017-04-19,기업신용인증,40,BB,BB,12,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,049120,(주)파인디앤씨,2017,2018,2018-04-10,기업신용인증,40,B+,B+,14,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,049120,(주)파인디앤씨,2018,2019,2019-04-10,기업신용인증,40,BB-,BB-,13,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,049120,(주)파인디앤씨,2019,2020,2020-04-10,기업신용인증,40,BB-,BB-,13,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,049180,(주)셀루메드,2018,2019,2019-06-10,기업신용등급,40,BB-,BB-,13,한국기업데이터,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,049180,(주)셀루메드,2020,2021,2021-06-03,기업신용등급,40,B0,B,15,NICE평가정보(주),OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,049180,(주)셀루메드,2021,2022,2022-07-28,기업신용등급,40,B+,B+,14,NICE평가정보(주),OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,049180,(주)셀루메드,2022,2023,2023-11-09,기업신용등급,40,B-,B-,16,NICE평가정보(주),OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,049480,(주)오픈베이스,2021,2022,2022-04-07,기업 신용평가,40,BBB-,BBB-,10,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,4,0,4,0
KOSDAQ,049480,(주)오픈베이스,2022,2023,2023-03-30,기업 신용평가,40,BBB-,BBB-,10,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,4,0,4,0
KOSDAQ,049480,(주)오픈베이스,2023,2024,2024-03-30,기업 신용평가,40,BBB-,BBB-,10,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,4,0,4,0
KOSDAQ,049960,(주)쎌바이오텍,2019,2020,2020-04-24,신용평가,40,A+,A+,5,(주)나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,050110,(주)캠시스,2016,2017,2017-06-15,회사채,10,BB-,BB-,13,한국기업평가,BIG3,0,1,BIG3,lowest_grade_among_big3_within_eval_year,2,2,0,0
KOSDAQ,050110,(주)캠시스,2017,2018,2018-05-10,회사채,10,BB-,BB-,13,한국기업평가,BIG3,0,1,BIG3,lowest_grade_among_big3_within_eval_year,2,2,0,0
KOSDAQ,050760,(주)에스폴리텍,2020,2021,2021-06-23,기업신용평가등급,40,BBB+,BBB+,8,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,050760,(주)에스폴리텍,2021,2022,2022-11-22,기업신용평가,40,BB0,BB,12,나이스평가정보,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,050760,(주)에스폴리텍,2022,2023,2023-06-30,기업신용평가,40,BB0,BB,12,나이스평가정보,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,050760,(주)에스폴리텍,2023,2024,2024-06-28,기업신용평가,40,BB-,BB-,13,나이스평가정보,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,050890,(주)쏠리드,2021,2022,2022-09-08,기업신용등급,40,BB0,BB,12,(주)나이스디앤비,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,4,0,4,0
KOSDAQ,050890,(주)쏠리드,2022,2023,2023-09-12,기업신용등급,40,BB+,BB+,11,NICE평가정보(주),OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,4,0,4,0
KOSDAQ,051360,(주)토비스,2020,2021,2021-09-15,(주)토비스,40,BBB0,BBB,9,(주)NICE디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,051360,(주)토비스,2021,2022,2022-09-23,(주)토비스,40,BBB0,BBB,9,(주)NICE디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,051360,(주)토비스,2022,2023,2023-09-21,기업신용평가,40,BBB0,BBB,9,(주)NICE디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,3,0,3,0
KOSDAQ,051490,나라엠앤디(주),2017,2018,2018-10-31,기업신용평가,40,BB+,BB+,11,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,051490,나라엠앤디(주),2018,2019,2019-04-30,기업신용평가,40,BB,BB,12,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,051490,나라엠앤디(주),2019,2020,2020-04-30,기업신용평가,40,BB,BB,12,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,051490,나라엠앤디(주),2020,2021,2021-04-30,기업신용평가,40,BB-,BB-,13,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,051490,나라엠앤디(주),2021,2022,2022-04-30,기업신용평가,40,B,B,15,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,051490,나라엠앤디(주),2022,2023,2023-04-30,기업신용평가,40,BB,BB,12,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,051490,나라엠앤디(주),2023,2024,2024-04-30,기업신용평가,40,BB,BB,12,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,051500,씨제이프레시웨이(주),2014,2015,2015-05-29,회사채,10,A,A,6,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,3,2,1,0
KOSDAQ,051500,씨제이프레시웨이(주),2015,2016,2016-06-22,회사채,10,A2,A,6,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,6,4,2,0
KOSDAQ,051500,씨제이프레시웨이(주),2016,2017,2017-06-30,회사채,10,A,A,6,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,6,4,2,0
KOSDAQ,051500,씨제이프레시웨이(주),2017,2018,2018-05-09,회사채,10,A,A,6,한국기업평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,3,2,1,0
KOSDAQ,051500,씨제이프레시웨이(주),2018,2019,2019-05-24,회사채,10,A,A,6,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,5,5,0,0
KOSDAQ,051500,씨제이프레시웨이(주),2019,2020,2020-06-01,회사채,10,A,A,6,한국신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,4,4,0,0
KOSDAQ,051500,씨제이프레시웨이(주),2020,2021,2021-12-29,회사채,10,A,A,6,한국신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,4,4,0,0
KOSDAQ,051500,씨제이프레시웨이(주),2021,2022,2022-06-24,회사채,10,A,A,6,한국신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,2,2,0,0
KOSDAQ,051500,씨제이프레시웨이(주),2022,2023,2023-12-28,회사채,10,A,A,6,한국신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,5,5,0,0
KOSDAQ,051500,씨제이프레시웨이(주),2023,2024,2024-09-20,회사채,10,A,A,6,한국신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,7,7,0,0
KOSDAQ,052710,(주)아모텍,2014,2015,2015-05-14,회사채,10,BBB-,BBB-,10,나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052710,(주)아모텍,2015,2016,2016-04-26,회사채,10,BBB0,BBB,9,나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052710,(주)아모텍,2016,2017,2017-04-27,회사채,10,BBB+,BBB+,8,나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052710,(주)아모텍,2017,2018,2018-05-11,회사채,10,BBB+,BBB+,8,나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052710,(주)아모텍,2018,2019,2019-04-25,회사채,10,BBB0,BBB,9,나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052710,(주)아모텍,2019,2020,2020-06-30,회사채,10,BBB-,BBB-,10,나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052710,(주)아모텍,2020,2021,2021-10-05,회사채,10,BB-,BB-,13,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,052710,(주)아모텍,2021,2022,2022-12-31,회사채,10,BB+,BB+,11,나이스디앤비,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052710,(주)아모텍,2022,2023,2023-12-31,회사채,10,BB0,BB,12,나이스디앤비,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052900,(주)케이엑스하이텍,2016,2017,2017-09-25,케이엠에이치하이텍,40,BB,BB,12,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052900,(주)케이엑스하이텍,2017,2018,2018-10-11,기업신용등급,40,BB+,BB+,11,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052900,(주)케이엑스하이텍,2018,2019,2019-09-17,기업신용등급,40,BBB-,BBB-,10,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,052900,(주)케이엑스하이텍,2019,2020,2020-09-23,기업신용등급,40,BBB-,BBB-,10,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,052900,(주)케이엑스하이텍,2020,2021,2021-09-10,기업신용등급,40,BBB-,BBB-,10,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,052900,(주)케이엑스하이텍,2021,2022,2022-09-06,기업신용등급,40,BBB,BBB,9,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,052900,(주)케이엑스하이텍,2022,2023,2023-09-18,기업신용등급,40,BBB+,BBB+,8,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,052900,(주)케이엑스하이텍,2023,2024,2024-10-08,기업신용등급,40,BBB-,BBB-,10,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,053060,(주)세동,2014,2015,2015-04-07,기업신용평가,40,B-,B-,16,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,053060,(주)세동,2015,2016,2016-04-11,기업신용평가,40,B,B,15,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,053060,(주)세동,2016,2017,2017-04-10,기업신용평가,40,B-,B-,16,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,053060,(주)세동,2017,2018,2018-04-19,기업신용평가,40,B-,B-,16,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,053060,(주)세동,2018,2019,2019-04-21,기업신용평가,40,B-,B-,16,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,053060,(주)세동,2019,2020,2020-04-20,기업신용평가,40,B-,B-,16,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,053060,(주)세동,2020,2021,2021-04-30,기업신용평가,40,CCC+,CCC,17,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,053060,(주)세동,2021,2022,2022-04-30,기업신용평가,40,B+,B+,14,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,053060,(주)세동,2022,2023,2023-04-30,기업신용평가,40,BB-,BB-,13,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,053060,(주)세동,2023,2024,2024-04-30,기업신용평가,40,BB,BB,12,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,053080,케이엔솔(주),2020,2021,2021-04-14,기업신용평가,40,A-,A-,7,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
