market,stock_code,corp_name,fiscal_year,eval_year,firm_size_group,industry_macro_category,listed_year,current_ratio,cash_ratio,assets_total,assets_total_industry_year_pct,equity_ratio,debt_ratio,total_borrowings_ratio,capital_impairment_ratio,net_margin,gross_profit,gross_profit_industry_year_pct,interest_coverage_ratio,pretax_roa,operating_roa,pretax_roe,ocf_to_total_liabilities,ocf_to_total_borrowings,ocf_to_sales,cashflow_coverage_ratio,accruals_ratio,depreciation,depreciation_industry_year_pct,intangible_assets_ratio,total_debt_turnover,dividend_payer,market_to_book,spec_spread,short_term_borrowings_share,total_assets_growth,net_margin_diff,is_2y_consecutive_ocf_deficit,icr_under_1,is_2y_consecutive_operating_loss,market_KOSDAQ,market_KOSPI,firm_size_group_large,firm_size_group_mid_sized,firm_size_group_other,firm_size_group_small_and_medium,industry_macro_category_construction,industry_macro_category_it_services,industry_macro_category_manufacturing,industry_macro_category_other,industry_macro_category_transport_storage,industry_macro_category_wholesale_retail
KOSDAQ,0015N0,(주)아로마티카,2025,2026,other,manufacturing,2025,,,0.0,0.0009445843828715365,,,,,,0.0,0.05289672544080604,,,,,,,,,,0.0,0.07084382871536524,,,0,,5.803,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
KOSDAQ,0015S0,(주)페스카로,2025,2026,other,it_services,2025,,,65755978.0,0.26353790613718414,,,,,,16627917.0,0.3862815884476534,,,,,,,,,,413757.0,0.17870036101083034,,,0,2.382678638318225,5.803,,,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
KOSDAQ,001810,무림에스피(주),2025,2026,mid_sized,manufacturing,2000,1.67237025062572,0.6403677688877352,343812153.418,0.6511335012594458,0.583849772491756,0.7127693580014542,0.2637965919800776,,-0.0081232340290572,18456997.143,0.42002518891687657,0.2721959190293713,-0.0048593207348572,0.0051701706537373,-0.0083228956553645,-0.0046869857770147,-0.0073939173466649,-0.0032605644175505,-0.1026881910491985,-0.0029088796281848,2116488.0,0.3633501259445844,0.0207809432330147,1.437476822045384,1,0.1649824797560608,5.803,0.5593096763118232,0.0590867508611843,-0.0269849737250188,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
KOSDAQ,001840,이화공영(주),2025,2026,mid_sized,construction,1994,0.8856155442225815,0.0246109802946728,50469237.978,0.05357142857142857,0.1772336337413919,4.6422699173405,,0.1971825029811114,0.0184677927488641,10575946.116,0.21428571428571427,9.166886485583198,0.0428303613766125,0.0651933617946491,0.2416604595440836,-0.2110094777372145,,-0.0760654989700722,-24.41164070520176,0.2157622958513217,0.0,0.044642857142857144,0.0011563402052045,2.774049741266216,0,,5.803,,-0.0648041817305766,0.0155292645943418,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
KOSDAQ,002230,피에스텍(주),2025,2026,small_and_medium,manufacturing,1991,5.00639504279383,1.6348035113510395,174884643.176,0.44710327455919396,0.7803924264673767,0.2814065924841515,0.2621728195645948,-12.877366916459367,0.0940004808506336,16832163.344,0.39357682619647355,1.0345580821399092,0.0642712729995866,0.030195096430998,0.082357632929019,0.4979881296458535,0.4171369289203925,0.1968481946004195,3.7470092145806504,-0.0571385888179078,1639927.0,0.31297229219143574,0.0149561311587988,2.529807960173145,1,1.3882145611184271,5.803,0.2399127589967284,0.0197252125049476,0.0240656979320175,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
KOSDAQ,002290,(주)삼일기업공사,2025,2026,small_and_medium,construction,1992,3.563950694045408,0.7724005276270698,97803648.974,0.10714285714285714,0.7492681434153952,0.3346356825497634,,-10.819541691290322,0.080285042225273,12335123.907,0.25,32758.38516644663,0.0867765641060712,0.0756020584156901,0.1158150988650296,0.645251807631163,,0.1857679997826626,70101.54845869626,-0.091865012729622,252351.426,0.125,0.0047379372125797,3.4734281920786607,0,,5.803,,0.1363895781002789,0.0314654318906275,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KOSDAQ,002680,(주)한탑,2025,2026,small_and_medium,manufacturing,1995,0.4789044751821485,0.092951587932487,138322418.615,0.3734256926952141,0.3421214307039898,1.9229387879685895,,-1.9286974712439808,0.0253309007965677,15127141.953,0.36712846347607053,0.7121033911697241,0.015685115006836,0.0211370280412588,0.0458466310472294,0.0268714724160628,,0.0296759147384174,0.5955748277939497,-0.0025883575170596,859766.0,0.2128463476070529,0.0168491747276841,0.9054976957888292,0,0.4882716656934978,5.803,,-0.0041434258820367,0.0884718757341946,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
KOSDAQ,002800,신신제약(주),2025,2026,small_and_medium,manufacturing,2017,0.984389577318711,0.064219009401414,137497263.987,0.37279596977329976,0.541975312090906,0.8451024939532104,0.316458149808086,-8.824346272172967,0.0815840397737369,43105656.53,0.6397984886649875,5.328422792159058,0.0713386134136269,0.0784754478606947,0.131627053524647,0.1362956396184777,0.1972670567576847,0.0754406882633471,4.238729710403348,0.0050835906601464,4134824.0,0.5182619647355163,0.0040973855818197,1.806659546141719,1,1.1929546868837024,5.803,0.972213035617196,0.0618854261236089,0.0363585533279346,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
KOSDAQ,003100,(주)선광,2025,2026,mid_sized,transport_storage,1999,2.259692718488689,1.427915347114608,691288235.084,0.4642857142857143,0.6280507411792474,0.5922280389676307,0.100067630836498,-64.78243763833333,0.2073365163162664,60427169.869,0.39285714285714285,6.079353730001782,0.0606348484607244,0.0598739034752567,0.0965445058577187,0.2631855150134461,0.9782549703965306,0.3553756923110081,9.939522513907418,-0.0407788168643931,34293079.0,0.5357142857142857,0.0044171079414203,0.7405838967261682,1,0.2938474266439098,5.803,0.0512065489069233,0.0480900445145392,0.0558067165564738,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
KOSDAQ,003310,대주산업(주),2025,2026,small_and_medium,manufacturing,1992,2.337408482872882,0.913958196398439,147121334.683,0.3916876574307305,0.7603070226219558,0.3152581394703568,0.025682285544386,-4.982902060822601,0.0669306354020378,25459655.649,0.5113350125944585,33.82262125811598,0.059084692853894,0.0722901805092781,0.0777116231941901,0.4228831787286775,3.9467721055194462,0.1476732510920895,47.424599684514895,-0.0554212987230475,2650112.0,0.413727959697733,0.0104221167399263,2.8636410155618925,1,1.0757804777554962,5.803,0.7882708468239045,0.3205196044237368,-0.0114891343825721,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
KOSDAQ,003380,(주)하림지주,2025,2026,large,it_services,2017,0.7574684579466705,0.2286239776787148,17008288000.0,0.9729241877256317,0.3690902341258568,1.709364560588748,0.5160782202182842,-557.4053549190536,0.0388773749357164,2336816000.0,0.9638989169675091,1.5099794455750135,0.0354421914774726,0.0521761508271732,0.0960258175386649,0.1063368216131387,0.1299976178017539,0.0863471824648631,1.9415560108080885,-0.0368824892899273,699531000.0,0.9855595667870036,0.0252340505993313,1.231503085308081,1,0.1896618259944536,5.803,0.5414001788870246,0.0577978995902595,0.0246332957368858,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,003800,(주)에이스침대,2025,2026,mid_sized,manufacturing,1996,3.482793106843088,0.9376673090031136,818415435.596,0.8318639798488665,0.9145027083390193,0.0934904739825941,,-66.4881093236249,0.1764240507385156,197545477.892,0.8860201511335013,6.04921652600547,0.08733517160383,0.066092395572438,0.0955001781924233,0.7354940168698989,,0.1622110098841611,5.755448049415513,0.0055098297293429,12583172.0,0.7468513853904282,3.643278425984971e-05,4.534180616933052,1,0.4541540772666212,5.803,,0.045972786332079,-0.0257565117483575,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
KOSDAQ,004590,(주)한국가구,2025,2026,small_and_medium,wholesale_retail,1993,2.667910382118595,0.2669757149794027,252695149.813,0.5644171779141104,0.7909147673427885,0.2643587416627312,0.0539024272570318,-132.240217082,0.1007303086403086,41048171.501,0.5521472392638037,13.12069235299636,0.0730792027890753,0.0693900504144062,0.0923983288801108,0.157611573231583,0.6113686179929049,0.0588019376623433,6.231190288088142,0.0234978331890979,1105596.0,0.3128834355828221,0.0539425261073956,2.680380604745228,1,0.3602515889021416,5.803,1.0,0.0559772029331946,-0.0234598892968388,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
