policy_name,policy_type,selection_rule,split,dimension,segment,rows,positive_rows,positive_rate,accuracy,balanced_accuracy,precision,recall,f1,true_negative,false_positive,false_negative,true_positive
global_valid_precision_at_recall_0.90,global,valid_max_precision_with_recall_ge_0.90,valid,industry_macro_category,manufacturing,450,136,0.3022222222222222,0.8533333333333334,0.8719792056950169,0.6944444444444444,0.9191176470588235,0.791139240506329,259,55,11,125
global_valid_precision_at_recall_0.90,global,valid_max_precision_with_recall_ge_0.90,test,market,KOSDAQ,427,163,0.38173302107728335,0.7822014051522248,0.806260457334077,0.6548672566371682,0.9079754601226994,0.7609254498714653,186,78,15,148
global_valid_precision_at_recall_0.90,global,valid_max_precision_with_recall_ge_0.90,test,market,KOSPI,497,40,0.08048289738430583,0.9416498993963782,0.9226477024070022,0.5901639344262295,0.9,0.7128712871287128,432,25,4,36
global_valid_precision_at_recall_0.90,global,valid_max_precision_with_recall_ge_0.90,test,industry_macro_category,it_services,176,21,0.11931818181818182,0.9204545454545454,0.8930875576036866,0.6206896551724138,0.8571428571428571,0.7200000000000001,144,11,3,18
global_valid_precision_at_recall_0.90,global,valid_max_precision_with_recall_ge_0.90,test,industry_macro_category,manufacturing,598,162,0.2709030100334448,0.842809364548495,0.8611677426662137,0.6517857142857143,0.9012345679012346,0.7564766839378239,358,78,16,146
global_valid_precision_at_recall_0.85,global,valid_max_precision_with_recall_ge_0.85,valid,market,KOSDAQ,403,143,0.3548387096774194,0.8362282878411911,0.8463286713286713,0.72,0.8811188811188811,0.7924528301886793,211,49,17,126
global_valid_precision_at_recall_0.85,global,valid_max_precision_with_recall_ge_0.85,valid,market,KOSPI,273,33,0.12087912087912088,0.9413919413919414,0.875189393939394,0.7428571428571429,0.7878787878787878,0.7647058823529412,231,9,7,26
global_valid_precision_at_recall_0.85,global,valid_max_precision_with_recall_ge_0.85,valid,industry_macro_category,it_services,129,23,0.17829457364341086,0.9069767441860465,0.8753076292042659,0.7037037037037037,0.8260869565217391,0.76,98,8,4,19
global_valid_precision_at_recall_0.85,global,valid_max_precision_with_recall_ge_0.85,valid,industry_macro_category,manufacturing,450,136,0.3022222222222222,0.8688888888888889,0.8706210191082803,0.7391304347826086,0.875,0.8013468013468014,272,42,17,119
global_valid_precision_at_recall_0.85,global,valid_max_precision_with_recall_ge_0.85,test,market,KOSDAQ,427,163,0.38173302107728335,0.8079625292740047,0.8188789737869493,0.7014925373134329,0.8650306748466258,0.7747252747252747,204,60,22,141
global_valid_precision_at_recall_0.85,global,valid_max_precision_with_recall_ge_0.85,test,market,KOSPI,497,40,0.08048289738430583,0.9557344064386318,0.9303063457330416,0.6666666666666666,0.9,0.7659574468085106,439,18,4,36
global_valid_precision_at_recall_0.85,global,valid_max_precision_with_recall_ge_0.85,test,industry_macro_category,it_services,176,21,0.11931818181818182,0.9261363636363636,0.8757296466973886,0.6538461538461539,0.8095238095238095,0.7234042553191489,146,9,4,17
global_valid_precision_at_recall_0.85,global,valid_max_precision_with_recall_ge_0.85,test,industry_macro_category,manufacturing,598,162,0.2709030100334448,0.8645484949832776,0.8644382149733831,0.7035175879396985,0.8641975308641975,0.775623268698061,377,59,22,140
global_valid_precision_at_recall_0.80,global,valid_max_precision_with_recall_ge_0.80,valid,market,KOSDAQ,403,143,0.3548387096774194,0.8312655086848635,0.8267482517482517,0.7388535031847133,0.8111888111888111,0.7733333333333333,219,41,27,116
global_valid_precision_at_recall_0.80,global,valid_max_precision_with_recall_ge_0.80,valid,market,KOSPI,273,33,0.12087912087912088,0.9413919413919414,0.875189393939394,0.7428571428571429,0.7878787878787878,0.7647058823529412,231,9,7,26
global_valid_precision_at_recall_0.80,global,valid_max_precision_with_recall_ge_0.80,valid,industry_macro_category,it_services,129,23,0.17829457364341086,0.8992248062015504,0.836546349466776,0.7083333333333334,0.7391304347826086,0.723404255319149,99,7,6,17
global_valid_precision_at_recall_0.80,global,valid_max_precision_with_recall_ge_0.80,valid,industry_macro_category,manufacturing,450,136,0.3022222222222222,0.86,0.8475786811539903,0.7449664429530202,0.8161764705882353,0.7789473684210527,276,38,25,111
global_valid_precision_at_recall_0.80,global,valid_max_precision_with_recall_ge_0.80,test,market,KOSDAQ,427,163,0.38173302107728335,0.819672131147541,0.8201338538761852,0.7362637362637363,0.8220858895705522,0.7768115942028986,216,48,29,134
global_valid_precision_at_recall_0.80,global,valid_max_precision_with_recall_ge_0.80,test,market,KOSPI,497,40,0.08048289738430583,0.9557344064386318,0.9189004376367615,0.6730769230769231,0.875,0.7608695652173914,440,17,5,35
global_valid_precision_at_recall_0.80,global,valid_max_precision_with_recall_ge_0.80,test,industry_macro_category,it_services,176,21,0.11931818181818182,0.9261363636363636,0.8345622119815668,0.6818181818181818,0.7142857142857143,0.6976744186046512,148,7,6,15
global_valid_precision_at_recall_0.80,global,valid_max_precision_with_recall_ge_0.80,test,industry_macro_category,manufacturing,598,162,0.2709030100334448,0.8712374581939799,0.8593272171253823,0.7297297297297297,0.8333333333333334,0.7780979827089337,386,50,27,135
global_valid_precision_at_recall_0.75,global,valid_max_precision_with_recall_ge_0.75,valid,market,KOSDAQ,403,143,0.3548387096774194,0.8362282878411911,0.8211538461538461,0.7692307692307693,0.7692307692307693,0.7692307692307693,227,33,33,110
global_valid_precision_at_recall_0.75,global,valid_max_precision_with_recall_ge_0.75,valid,market,KOSPI,273,33,0.12087912087912088,0.9377289377289377,0.8339015151515152,0.7666666666666667,0.696969696969697,0.7301587301587302,233,7,10,23
global_valid_precision_at_recall_0.75,global,valid_max_precision_with_recall_ge_0.75,valid,industry_macro_category,it_services,129,23,0.17829457364341086,0.9069767441860465,0.8412633305988515,0.7391304347826086,0.7391304347826086,0.7391304347826085,100,6,6,17
global_valid_precision_at_recall_0.75,global,valid_max_precision_with_recall_ge_0.75,valid,industry_macro_category,manufacturing,450,136,0.3022222222222222,0.8555555555555555,0.8277210565754964,0.762962962962963,0.7573529411764706,0.7601476014760147,282,32,33,103
global_valid_precision_at_recall_0.75,global,valid_max_precision_with_recall_ge_0.75,test,market,KOSDAQ,427,163,0.38173302107728335,0.8173302107728337,0.8053309165272355,0.7639751552795031,0.754601226993865,0.7592592592592593,226,38,40,123
global_valid_precision_at_recall_0.75,global,valid_max_precision_with_recall_ge_0.75,test,market,KOSPI,497,40,0.08048289738430583,0.9557344064386318,0.861870897155361,0.7142857142857143,0.75,0.7317073170731706,445,12,10,30
global_valid_precision_at_recall_0.75,global,valid_max_precision_with_recall_ge_0.75,test,industry_macro_category,it_services,176,21,0.11931818181818182,0.9261363636363636,0.793394777265745,0.7222222222222222,0.6190476190476191,0.6666666666666666,150,5,8,13
global_valid_precision_at_recall_0.75,global,valid_max_precision_with_recall_ge_0.75,test,industry_macro_category,manufacturing,598,162,0.2709030100334448,0.8695652173913043,0.8368444897496885,0.7560975609756098,0.7654320987654321,0.7607361963190185,396,40,38,124
market_valid_best_f1_by_segment,segment,valid_best_f1_by_market_fallback_global,valid,market,KOSDAQ,403,143,0.3548387096774194,0.8362282878411911,0.8463286713286713,0.72,0.8811188811188811,0.7924528301886793,211,49,17,126
market_valid_best_f1_by_segment,segment,valid_best_f1_by_market_fallback_global,valid,market,KOSPI,273,33,0.12087912087912088,0.9340659340659341,0.9232954545454546,0.6666666666666666,0.9090909090909091,0.7692307692307692,225,15,3,30
market_valid_best_f1_by_segment,segment,valid_best_f1_by_market_fallback_global,valid,industry_macro_category,it_services,129,23,0.17829457364341086,0.9069767441860465,0.8753076292042659,0.7037037037037037,0.8260869565217391,0.76,98,8,4,19
market_valid_best_f1_by_segment,segment,valid_best_f1_by_market_fallback_global,valid,industry_macro_category,manufacturing,450,136,0.3022222222222222,0.8622222222222222,0.8720962907455976,0.7176470588235294,0.8970588235294118,0.7973856209150327,266,48,14,122
market_valid_best_f1_by_segment,segment,valid_best_f1_by_market_fallback_global,test,market,KOSDAQ,427,163,0.38173302107728335,0.8079625292740047,0.8188789737869493,0.7014925373134329,0.8650306748466258,0.7747252747252747,204,60,22,141
market_valid_best_f1_by_segment,segment,valid_best_f1_by_market_fallback_global,test,market,KOSPI,497,40,0.08048289738430583,0.9416498993963782,0.9226477024070022,0.5901639344262295,0.9,0.7128712871287128,432,25,4,36
market_valid_best_f1_by_segment,segment,valid_best_f1_by_market_fallback_global,test,industry_macro_category,it_services,176,21,0.11931818181818182,0.9261363636363636,0.8757296466973886,0.6538461538461539,0.8095238095238095,0.7234042553191489,146,9,4,17
market_valid_best_f1_by_segment,segment,valid_best_f1_by_market_fallback_global,test,industry_macro_category,manufacturing,598,162,0.2709030100334448,0.8528428093645485,0.8564106920376033,0.6796116504854369,0.8641975308641975,0.7608695652173912,370,66,22,140
industry_valid_best_f1_by_segment,segment,valid_best_f1_by_industry_macro_category_fallback_global,valid,market,KOSDAQ,403,143,0.3548387096774194,0.8436724565756824,0.852097902097902,0.7325581395348837,0.8811188811188811,0.7999999999999999,214,46,17,126
industry_valid_best_f1_by_segment,segment,valid_best_f1_by_industry_macro_category_fallback_global,valid,market,KOSPI,273,33,0.12087912087912088,0.9413919413919414,0.875189393939394,0.7428571428571429,0.7878787878787878,0.7647058823529412,231,9,7,26
industry_valid_best_f1_by_segment,segment,valid_best_f1_by_industry_macro_category_fallback_global,valid,industry_macro_category,it_services,129,23,0.17829457364341086,0.9069767441860465,0.8753076292042659,0.7037037037037037,0.8260869565217391,0.76,98,8,4,19
industry_valid_best_f1_by_segment,segment,valid_best_f1_by_industry_macro_category_fallback_global,valid,industry_macro_category,manufacturing,450,136,0.3022222222222222,0.8688888888888889,0.8706210191082803,0.7391304347826086,0.875,0.8013468013468014,272,42,17,119
industry_valid_best_f1_by_segment,segment,valid_best_f1_by_industry_macro_category_fallback_global,test,market,KOSDAQ,427,163,0.38173302107728335,0.8079625292740047,0.8153583379810374,0.7076923076923077,0.8466257668711656,0.770949720670391,207,57,25,138
industry_valid_best_f1_by_segment,segment,valid_best_f1_by_industry_macro_category_fallback_global,test,market,KOSPI,497,40,0.08048289738430583,0.9557344064386318,0.9303063457330416,0.6666666666666666,0.9,0.7659574468085106,439,18,4,36
industry_valid_best_f1_by_segment,segment,valid_best_f1_by_industry_macro_category_fallback_global,test,industry_macro_category,it_services,176,21,0.11931818181818182,0.9261363636363636,0.8757296466973886,0.6538461538461539,0.8095238095238095,0.7234042553191489,146,9,4,17
industry_valid_best_f1_by_segment,segment,valid_best_f1_by_industry_macro_category_fallback_global,test,industry_macro_category,manufacturing,598,162,0.2709030100334448,0.8645484949832776,0.8644382149733831,0.7035175879396985,0.8641975308641975,0.775623268698061,377,59,22,140
kosdaq_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,valid,market,KOSDAQ,403,143,0.3548387096774194,0.8362282878411911,0.8463286713286713,0.72,0.8811188811188811,0.7924528301886793,211,49,17,126
kosdaq_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,valid,market,KOSPI,273,33,0.12087912087912088,0.9413919413919414,0.875189393939394,0.7428571428571429,0.7878787878787878,0.7647058823529412,231,9,7,26
kosdaq_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,valid,industry_macro_category,it_services,129,23,0.17829457364341086,0.9069767441860465,0.8753076292042659,0.7037037037037037,0.8260869565217391,0.76,98,8,4,19
kosdaq_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,valid,industry_macro_category,manufacturing,450,136,0.3022222222222222,0.8688888888888889,0.8706210191082803,0.7391304347826086,0.875,0.8013468013468014,272,42,17,119
kosdaq_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,test,market,KOSDAQ,427,163,0.38173302107728335,0.8079625292740047,0.8188789737869493,0.7014925373134329,0.8650306748466258,0.7747252747252747,204,60,22,141
kosdaq_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,test,market,KOSPI,497,40,0.08048289738430583,0.9557344064386318,0.9303063457330416,0.6666666666666666,0.9,0.7659574468085106,439,18,4,36
kosdaq_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,test,industry_macro_category,it_services,176,21,0.11931818181818182,0.9261363636363636,0.8757296466973886,0.6538461538461539,0.8095238095238095,0.7234042553191489,146,9,4,17
kosdaq_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,test,industry_macro_category,manufacturing,598,162,0.2709030100334448,0.8645484949832776,0.8644382149733831,0.7035175879396985,0.8641975308641975,0.775623268698061,377,59,22,140
targeted_kosdaq_it_mfg_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,valid,market,KOSDAQ,403,143,0.3548387096774194,0.8362282878411911,0.8463286713286713,0.72,0.8811188811188811,0.7924528301886793,211,49,17,126
targeted_kosdaq_it_mfg_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,valid,market,KOSPI,273,33,0.12087912087912088,0.9413919413919414,0.875189393939394,0.7428571428571429,0.7878787878787878,0.7647058823529412,231,9,7,26
targeted_kosdaq_it_mfg_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,valid,industry_macro_category,it_services,129,23,0.17829457364341086,0.9069767441860465,0.8753076292042659,0.7037037037037037,0.8260869565217391,0.76,98,8,4,19
targeted_kosdaq_it_mfg_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,valid,industry_macro_category,manufacturing,450,136,0.3022222222222222,0.8688888888888889,0.8706210191082803,0.7391304347826086,0.875,0.8013468013468014,272,42,17,119
targeted_kosdaq_it_mfg_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,test,market,KOSDAQ,427,163,0.38173302107728335,0.8079625292740047,0.8188789737869493,0.7014925373134329,0.8650306748466258,0.7747252747252747,204,60,22,141
targeted_kosdaq_it_mfg_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,test,market,KOSPI,497,40,0.08048289738430583,0.9557344064386318,0.9303063457330416,0.6666666666666666,0.9,0.7659574468085106,439,18,4,36
targeted_kosdaq_it_mfg_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,test,industry_macro_category,it_services,176,21,0.11931818181818182,0.9261363636363636,0.8757296466973886,0.6538461538461539,0.8095238095238095,0.7234042553191489,146,9,4,17
targeted_kosdaq_it_mfg_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,test,industry_macro_category,manufacturing,598,162,0.2709030100334448,0.8645484949832776,0.8644382149733831,0.7035175879396985,0.8641975308641975,0.775623268698061,377,59,22,140
kosdaq_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,valid,market,KOSDAQ,403,143,0.3548387096774194,0.8312655086848635,0.8267482517482517,0.7388535031847133,0.8111888111888111,0.7733333333333333,219,41,27,116
kosdaq_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,valid,market,KOSPI,273,33,0.12087912087912088,0.9413919413919414,0.875189393939394,0.7428571428571429,0.7878787878787878,0.7647058823529412,231,9,7,26
kosdaq_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,valid,industry_macro_category,it_services,129,23,0.17829457364341086,0.8992248062015504,0.836546349466776,0.7083333333333334,0.7391304347826086,0.723404255319149,99,7,6,17
kosdaq_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,valid,industry_macro_category,manufacturing,450,136,0.3022222222222222,0.86,0.8475786811539903,0.7449664429530202,0.8161764705882353,0.7789473684210527,276,38,25,111
kosdaq_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,test,market,KOSDAQ,427,163,0.38173302107728335,0.819672131147541,0.8201338538761852,0.7362637362637363,0.8220858895705522,0.7768115942028986,216,48,29,134
kosdaq_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,test,market,KOSPI,497,40,0.08048289738430583,0.9557344064386318,0.9303063457330416,0.6666666666666666,0.9,0.7659574468085106,439,18,4,36
kosdaq_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,test,industry_macro_category,it_services,176,21,0.11931818181818182,0.9261363636363636,0.8345622119815668,0.6818181818181818,0.7142857142857143,0.6976744186046512,148,7,6,15
kosdaq_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,test,industry_macro_category,manufacturing,598,162,0.2709030100334448,0.8712374581939799,0.861266847887643,0.7272727272727273,0.8395061728395061,0.7793696275071633,385,51,26,136
targeted_kosdaq_it_mfg_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,valid,market,KOSDAQ,403,143,0.3548387096774194,0.8312655086848635,0.8267482517482517,0.7388535031847133,0.8111888111888111,0.7733333333333333,219,41,27,116
targeted_kosdaq_it_mfg_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,valid,market,KOSPI,273,33,0.12087912087912088,0.9413919413919414,0.875189393939394,0.7428571428571429,0.7878787878787878,0.7647058823529412,231,9,7,26
targeted_kosdaq_it_mfg_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,valid,industry_macro_category,it_services,129,23,0.17829457364341086,0.8992248062015504,0.836546349466776,0.7083333333333334,0.7391304347826086,0.723404255319149,99,7,6,17
targeted_kosdaq_it_mfg_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,valid,industry_macro_category,manufacturing,450,136,0.3022222222222222,0.86,0.8475786811539903,0.7449664429530202,0.8161764705882353,0.7789473684210527,276,38,25,111
targeted_kosdaq_it_mfg_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,test,market,KOSDAQ,427,163,0.38173302107728335,0.819672131147541,0.8201338538761852,0.7362637362637363,0.8220858895705522,0.7768115942028986,216,48,29,134
targeted_kosdaq_it_mfg_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,test,market,KOSPI,497,40,0.08048289738430583,0.9557344064386318,0.9189004376367615,0.6730769230769231,0.875,0.7608695652173914,440,17,5,35
targeted_kosdaq_it_mfg_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,test,industry_macro_category,it_services,176,21,0.11931818181818182,0.9261363636363636,0.8345622119815668,0.6818181818181818,0.7142857142857143,0.6976744186046512,148,7,6,15
targeted_kosdaq_it_mfg_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,test,industry_macro_category,manufacturing,598,162,0.2709030100334448,0.8712374581939799,0.8593272171253823,0.7297297297297297,0.8333333333333334,0.7780979827089337,386,50,27,135
