candidate_id,display_name,note,half_life_years,use_monotonic_constraints,monotonic_profile,risk_proxy_pack,feature_count,added_risk_proxy_count,monotonic_constraint_count,eval_year,policy_year,train_rows,policy_rows,eval_rows,eval_positive_rate,best_iteration,train_weight_min,train_weight_max,threshold_tuned,threshold_selection_rule,policy_precision_at_threshold,policy_recall_at_threshold,policy_f1_at_threshold,policy_pr_auc,policy_roc_auc,policy_brier,policy_logloss,eval_pr_auc,eval_roc_auc,eval_brier,eval_logloss,eval_precision_at_threshold,eval_recall_at_threshold,eval_f1_at_threshold,eval_true_negative_at_threshold,eval_false_positive_at_threshold,eval_false_negative_at_threshold,eval_true_positive_at_threshold
time_decay_half_life_2y,최근연도 가중 half-life 2년,2021-2022에 가까운 과거 학습 표본을 완만하게 더 반영,2.0,False,,False,46,0,0,2021,2020,2575,603,673,0.2451708766716196,388,0.3178814227997895,1.7982088773996732,0.31,policy_max_precision_with_recall_ge_0.85,0.75,0.8543046357615894,0.7987616099071208,0.8833706703401989,0.9505508996073375,0.07247624176530762,0.23909720968958295,0.826003581162494,0.9227869243617275,0.09162586978998864,0.29755338768726214,0.6616915422885572,0.806060606060606,0.726775956284153,440,68,32,133
time_decay_half_life_2y,최근연도 가중 half-life 2년,2021-2022에 가까운 과거 학습 표본을 완만하게 더 반영,2.0,False,,False,46,0,0,2022,2021,3178,673,676,0.2603550295857988,366,0.24588949769347046,1.9671159815477637,0.25,policy_max_precision_with_recall_ge_0.85,0.6698113207547169,0.8606060606060606,0.753315649867374,0.8490444073215032,0.9364710093056551,0.0830486033996439,0.2690797578529557,0.8316822099202008,0.9315454545454545,0.08924402137223421,0.2888723997910543,0.6909090909090909,0.8636363636363636,0.7676767676767676,432,68,24,152
time_decay_half_life_3y,최근연도 가중 half-life 3년,장기 표본을 크게 버리지 않는 완만한 recency weighting,3.0,False,,False,46,0,0,2019,2018,1490,511,574,0.24390243902439024,342,0.6656027264895604,1.3312054529791209,0.255,policy_max_precision_with_recall_ge_0.85,0.6598639455782312,0.8584070796460177,0.7461538461538462,0.8383927755554491,0.9293591853070663,0.07802988702994108,0.2624814116160187,0.8240514452944664,0.9307274522712312,0.08442193035574781,0.2796688890724009,0.640625,0.8785714285714286,0.7409638554216867,365,69,17,123
time_decay_half_life_3y,최근연도 가중 half-life 3년,장기 표본을 크게 버리지 않는 완만한 recency weighting,3.0,False,,False,46,0,0,2020,2019,2001,574,603,0.2504145936981758,329,0.5674644835716727,1.4299208958393477,0.315,policy_max_precision_with_recall_ge_0.85,0.7378048780487805,0.8642857142857143,0.7960526315789473,0.8700265251569087,0.9536372613561555,0.07142213372008559,0.23573241123638425,0.8525755436233134,0.9397087264842057,0.08305745297340064,0.26716170444229104,0.7093023255813954,0.8079470198675497,0.7554179566563467,402,50,29,122
time_decay_half_life_3y,최근연도 가중 half-life 3년,장기 표본을 크게 버리지 않는 완만한 recency weighting,3.0,False,,False,46,0,0,2021,2020,2575,603,673,0.2451708766716196,380,0.4814390493336145,1.528473706741499,0.31,policy_max_precision_with_recall_ge_0.85,0.7471264367816092,0.8609271523178808,0.8,0.8885869942773036,0.95277794057317,0.0708519609326213,0.23387915801709921,0.8251733234597782,0.9249701741827726,0.0899003900151378,0.29391903041774703,0.6717948717948717,0.793939393939394,0.7277777777777777,444,64,34,131
time_decay_half_life_3y,최근연도 가중 half-life 3년,장기 표본을 크게 버리지 않는 완만한 recency weighting,3.0,False,,False,46,0,0,2022,2021,3178,673,676,0.2603550295857988,190,0.40950714881087874,1.638028595243515,0.235,policy_max_precision_with_recall_ge_0.85,0.6484018264840182,0.8606060606060606,0.7395833333333334,0.8435337556005619,0.9345740873299928,0.08410539335221592,0.2719721282315093,0.8299802570832966,0.9274545454545455,0.09093852987030548,0.2947058475271306,0.6875,0.875,0.77,430,70,22,154
monotonic_directional,방향성 단조 제약,"부채/차입/스프레드는 위험 증가, 유동성/수익성/현금흐름은 위험 감소로 제약",,True,broad,False,46,0,24,2019,2018,1490,511,574,0.24390243902439024,220,,,0.24,policy_max_precision_with_recall_ge_0.85,0.610062893081761,0.8584070796460177,0.7132352941176471,0.8345375040976744,0.9209543291679637,0.08097796225917825,0.27486007866466655,0.8103348949398561,0.9243581303489138,0.0885338746726186,0.2899759226426452,0.643979057591623,0.8785714285714286,0.743202416918429,366,68,17,123
monotonic_directional,방향성 단조 제약,"부채/차입/스프레드는 위험 증가, 유동성/수익성/현금흐름은 위험 감소로 제약",,True,broad,False,46,0,24,2020,2019,2001,574,603,0.2504145936981758,149,,,0.35,policy_max_precision_with_recall_ge_0.85,0.754601226993865,0.8785714285714286,0.8118811881188119,0.8477161998969416,0.9418367346938775,0.07752299650938149,0.25805748086796776,0.8408194465537757,0.9329396940748991,0.08678814670630167,0.2807709940710098,0.7453416149068323,0.7947019867549668,0.7692307692307693,411,41,31,120
monotonic_directional,방향성 단조 제약,"부채/차입/스프레드는 위험 증가, 유동성/수익성/현금흐름은 위험 감소로 제약",,True,broad,False,46,0,24,2021,2020,2575,603,673,0.2451708766716196,243,,,0.29,policy_max_precision_with_recall_ge_0.85,0.7166666666666667,0.8543046357615894,0.7794561933534743,0.8629037240213725,0.9429027720799391,0.0801048285783906,0.2578299234981045,0.8075982769386385,0.9204963015986638,0.09419537985682003,0.302317969508541,0.6492890995260664,0.8303030303030303,0.7287234042553191,434,74,28,137
monotonic_directional,방향성 단조 제약,"부채/차입/스프레드는 위험 증가, 유동성/수익성/현금흐름은 위험 감소로 제약",,True,broad,False,46,0,24,2022,2021,3178,673,676,0.2603550295857988,191,,,0.255,policy_max_precision_with_recall_ge_0.85,0.6311111111111111,0.8606060606060606,0.7282051282051282,0.8279390522373618,0.9301360057265569,0.08720842623366407,0.28139965056278665,0.8025502853423809,0.9197613636363636,0.09728754766389971,0.31208101302736607,0.6595744680851063,0.8806818181818182,0.754257907542579,420,80,21,155
monotonic_time_decay_2y,단조 제약 + half-life 2년,방향성 제약과 최근연도 가중치를 함께 적용,2.0,True,broad,False,46,0,24,2019,2018,1490,511,574,0.24390243902439024,194,0.5303490483871246,1.5000536340414727,0.23,policy_max_precision_with_recall_ge_0.85,0.6012269938650306,0.8672566371681416,0.7101449275362319,0.8340165530717926,0.9229554853915595,0.08118456584369985,0.273729058855313,0.8150180309929377,0.9271066491112574,0.08797806595545941,0.2866864292201975,0.6275510204081632,0.8785714285714286,0.7321428571428571,361,73,17,123
