rows,positive_rows,positive_rate,threshold,pr_auc,roc_auc,logloss,accuracy,balanced_accuracy,precision,recall,f1,true_negative,false_positive,false_negative,true_positive
924,203,0.2196969696969697,0.1,0.832111964389642,0.9415289383245767,0.24695335109054414,0.775974025974026,0.8316753551102396,0.49476439790575916,0.9310344827586207,0.6461538461538462,528,193,14,189
924,203,0.2196969696969697,0.15,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8257575757575758,0.8564972021617485,0.5640243902439024,0.9113300492610837,0.696798493408663,578,143,18,185
924,203,0.2196969696969697,0.2,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8582251082251082,0.8755320675307283,0.6216216216216216,0.9064039408866995,0.7374749498997996,609,112,19,184
924,203,0.2196969696969697,0.25,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8787878787878788,0.8869386388636472,0.6654545454545454,0.9014778325123153,0.7656903765690376,629,92,20,183
924,203,0.2196969696969697,0.3,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8874458874458875,0.8818690516045722,0.6941176470588235,0.8719211822660099,0.7729257641921397,643,78,26,177
924,203,0.2196969696969697,0.35,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8896103896103896,0.8744081496006504,0.7078189300411523,0.8472906403940886,0.7713004484304933,650,71,31,172
924,203,0.2196969696969697,0.4,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8939393939393939,0.8683342101487398,0.7292576419213974,0.8226600985221675,0.7731481481481481,659,62,36,167
924,203,0.2196969696969697,0.45,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8917748917748918,0.8474819455736764,0.7464114832535885,0.7684729064039408,0.7572815533980584,668,53,47,156
924,203,0.2196969696969697,0.5,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8906926406926406,0.8308623080969917,0.765625,0.7241379310344828,0.7443037974683545,676,45,56,147
924,203,0.2196969696969697,0.55,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8874458874458875,0.8093165622459229,0.7861271676300579,0.6699507389162561,0.723404255319149,684,37,67,136
924,203,0.2196969696969697,0.6,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8841991341991342,0.7930795351284137,0.8,0.6305418719211823,0.7052341597796145,689,32,75,128
924,203,0.2196969696969697,0.65,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8809523809523809,0.7750729350997179,0.8206896551724138,0.5862068965517241,0.6839080459770115,695,26,84,119
924,203,0.2196969696969697,0.7,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8755411255411255,0.7468315079630781,0.860655737704918,0.5172413793103449,0.6461538461538462,704,17,98,105
924,203,0.2196969696969697,0.75,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8712121212121212,0.7299009995695633,0.8818181818181818,0.47783251231527096,0.6198083067092652,708,13,106,97
924,203,0.2196969696969697,0.8,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8668831168831169,0.7094313453536755,0.925531914893617,0.42857142857142855,0.5858585858585857,714,7,116,87
924,203,0.2196969696969697,0.85,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8528138528138528,0.6721029221866182,0.9466666666666667,0.3497536945812808,0.5107913669064749,717,4,132,71
924,203,0.2196969696969697,0.9,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8354978354978355,0.6273853364579847,0.9811320754716981,0.2561576354679803,0.40625000000000006,720,1,151,52
