variant,eval_year,dimension,segment,rows,positives,negatives,precision,recall,f1,true_negative,false_positive,false_negative,true_positive
baseline_46_native,final_test,industry,it_services,176,21,155,0.6538461538461539,0.8095238095238095,0.723404255319149,146,9,4,17
trend_diff_pack_add_native,2019,overall,all,574,140,434,0.6524064171122995,0.8714285714285714,0.746177370030581,369,65,18,122
trend_diff_pack_add_native,2019,market,KOSDAQ,311,106,205,0.6527777777777778,0.8867924528301887,0.752,155,50,12,94
trend_diff_pack_add_native,2019,market,KOSPI,263,34,229,0.6511627906976745,0.8235294117647058,0.7272727272727273,214,15,6,28
trend_diff_pack_add_native,2019,industry,manufacturing,378,103,275,0.656934306569343,0.8737864077669902,0.75,228,47,13,90
trend_diff_pack_add_native,2019,industry,it_services,96,13,83,0.6190476190476191,1.0,0.7647058823529411,75,8,0,13
trend_diff_pack_add_native,2020,overall,all,603,151,452,0.7575757575757576,0.8278145695364238,0.7911392405063291,412,40,26,125
trend_diff_pack_add_native,2020,market,KOSDAQ,341,119,222,0.7769230769230769,0.8487394957983193,0.8112449799196787,193,29,18,101
trend_diff_pack_add_native,2020,market,KOSPI,262,32,230,0.6857142857142857,0.75,0.7164179104477612,219,11,8,24
trend_diff_pack_add_native,2020,industry,manufacturing,403,115,288,0.7637795275590551,0.8434782608695652,0.8016528925619835,258,30,18,97
trend_diff_pack_add_native,2020,industry,it_services,103,15,88,0.7333333333333333,0.7333333333333333,0.7333333333333333,84,4,4,11
trend_diff_pack_add_native,2021,overall,all,673,165,508,0.6770833333333334,0.7878787878787878,0.7282913165266106,446,62,35,130
trend_diff_pack_add_native,2021,market,KOSDAQ,392,126,266,0.6624203821656051,0.8253968253968254,0.734982332155477,213,53,22,104
trend_diff_pack_add_native,2021,market,KOSPI,281,39,242,0.7428571428571429,0.6666666666666666,0.7027027027027027,233,9,13,26
trend_diff_pack_add_native,2021,industry,manufacturing,449,131,318,0.6887417218543046,0.7938931297709924,0.7375886524822695,271,47,27,104
trend_diff_pack_add_native,2021,industry,it_services,125,18,107,0.6086956521739131,0.7777777777777778,0.6829268292682927,98,9,4,14
trend_diff_pack_add_native,2022,overall,all,676,176,500,0.6695652173913044,0.875,0.7586206896551724,424,76,22,154
trend_diff_pack_add_native,2022,market,KOSDAQ,403,143,260,0.6774193548387096,0.8811188811188811,0.7659574468085106,200,60,17,126
trend_diff_pack_add_native,2022,market,KOSPI,273,33,240,0.6363636363636364,0.8484848484848485,0.7272727272727273,224,16,5,28
trend_diff_pack_add_native,2022,industry,manufacturing,450,136,314,0.6839080459770115,0.875,0.7677419354838709,259,55,17,119
trend_diff_pack_add_native,2022,industry,it_services,129,23,106,0.6666666666666666,0.8695652173913043,0.7547169811320755,96,10,3,20
trend_diff_pack_add_native,final_test,overall,all,924,203,721,0.6923076923076923,0.8423645320197044,0.76,645,76,32,171
trend_diff_pack_add_native,final_test,market,KOSDAQ,427,163,264,0.6938775510204082,0.8343558282208589,0.7576601671309192,204,60,27,136
trend_diff_pack_add_native,final_test,market,KOSPI,497,40,457,0.6862745098039216,0.875,0.7692307692307693,441,16,5,35
trend_diff_pack_add_native,final_test,industry,manufacturing,598,162,436,0.7040816326530612,0.8518518518518519,0.770949720670391,378,58,24,138
trend_diff_pack_add_native,final_test,industry,it_services,176,21,155,0.6086956521739131,0.6666666666666666,0.6363636363636364,146,9,7,14
peer_ratio_pct_pack_add_native,2019,overall,all,574,140,434,0.6275510204081632,0.8785714285714286,0.7321428571428571,361,73,17,123
peer_ratio_pct_pack_add_native,2019,market,KOSDAQ,311,106,205,0.6114649681528662,0.9056603773584906,0.7300380228136882,144,61,10,96
peer_ratio_pct_pack_add_native,2019,market,KOSPI,263,34,229,0.6923076923076923,0.7941176470588235,0.7397260273972602,217,12,7,27
peer_ratio_pct_pack_add_native,2019,industry,manufacturing,378,103,275,0.6258503401360545,0.8932038834951457,0.736,220,55,11,92
peer_ratio_pct_pack_add_native,2019,industry,it_services,96,13,83,0.5789473684210527,0.8461538461538461,0.6875,75,8,2,11
peer_ratio_pct_pack_add_native,2020,overall,all,603,151,452,0.7625,0.8079470198675497,0.7845659163987139,414,38,29,122
peer_ratio_pct_pack_add_native,2020,market,KOSDAQ,341,119,222,0.765625,0.8235294117647058,0.7935222672064778,192,30,21,98
peer_ratio_pct_pack_add_native,2020,market,KOSPI,262,32,230,0.75,0.75,0.75,222,8,8,24
peer_ratio_pct_pack_add_native,2020,industry,manufacturing,403,115,288,0.768595041322314,0.808695652173913,0.788135593220339,260,28,22,93
peer_ratio_pct_pack_add_native,2020,industry,it_services,103,15,88,0.6666666666666666,0.8,0.7272727272727273,82,6,3,12
peer_ratio_pct_pack_add_native,2021,overall,all,673,165,508,0.6602870813397129,0.8363636363636363,0.7379679144385026,437,71,27,138
peer_ratio_pct_pack_add_native,2021,market,KOSDAQ,392,126,266,0.6453488372093024,0.8809523809523809,0.7449664429530202,205,61,15,111
peer_ratio_pct_pack_add_native,2021,market,KOSPI,281,39,242,0.7297297297297297,0.6923076923076923,0.7105263157894737,232,10,12,27
peer_ratio_pct_pack_add_native,2021,industry,manufacturing,449,131,318,0.6727272727272727,0.8473282442748091,0.75,264,54,20,111
peer_ratio_pct_pack_add_native,2021,industry,it_services,125,18,107,0.5833333333333334,0.7777777777777778,0.6666666666666666,97,10,4,14
peer_ratio_pct_pack_add_native,2022,overall,all,676,176,500,0.6877828054298643,0.8636363636363636,0.7657430730478589,431,69,24,152
peer_ratio_pct_pack_add_native,2022,market,KOSDAQ,403,143,260,0.7,0.8811188811188811,0.7801857585139319,206,54,17,126
peer_ratio_pct_pack_add_native,2022,market,KOSPI,273,33,240,0.6341463414634146,0.7878787878787878,0.7027027027027027,225,15,7,26
peer_ratio_pct_pack_add_native,2022,industry,manufacturing,450,136,314,0.7048192771084337,0.8602941176470589,0.7748344370860927,265,49,19,117
peer_ratio_pct_pack_add_native,2022,industry,it_services,129,23,106,0.6896551724137931,0.8695652173913043,0.7692307692307693,97,9,3,20
peer_ratio_pct_pack_add_native,final_test,overall,all,924,203,721,0.6861924686192469,0.8078817733990148,0.7420814479638009,646,75,39,164
peer_ratio_pct_pack_add_native,final_test,market,KOSDAQ,427,163,264,0.6951871657754011,0.7975460122699386,0.7428571428571429,207,57,33,130
peer_ratio_pct_pack_add_native,final_test,market,KOSPI,497,40,457,0.6538461538461539,0.85,0.7391304347826086,439,18,6,34
peer_ratio_pct_pack_add_native,final_test,industry,manufacturing,598,162,436,0.6984126984126984,0.8148148148148148,0.7521367521367521,379,57,30,132
peer_ratio_pct_pack_add_native,final_test,industry,it_services,176,21,155,0.6,0.7142857142857143,0.6521739130434783,145,10,6,15
trend_peer_combined_pack_add_native,2019,overall,all,574,140,434,0.6744186046511628,0.8285714285714286,0.7435897435897436,378,56,24,116
trend_peer_combined_pack_add_native,2019,market,KOSDAQ,311,106,205,0.6666666666666666,0.8490566037735849,0.7468879668049793,160,45,16,90
trend_peer_combined_pack_add_native,2019,market,KOSPI,263,34,229,0.7027027027027027,0.7647058823529411,0.7323943661971831,218,11,8,26
trend_peer_combined_pack_add_native,2019,industry,manufacturing,378,103,275,0.68,0.8252427184466019,0.7456140350877193,235,40,18,85
trend_peer_combined_pack_add_native,2019,industry,it_services,96,13,83,0.5714285714285714,0.9230769230769231,0.7058823529411765,74,9,1,12
trend_peer_combined_pack_add_native,2020,overall,all,603,151,452,0.7352941176470589,0.8278145695364238,0.778816199376947,407,45,26,125
trend_peer_combined_pack_add_native,2020,market,KOSDAQ,341,119,222,0.7318840579710145,0.8487394957983193,0.7859922178988327,185,37,18,101
trend_peer_combined_pack_add_native,2020,market,KOSPI,262,32,230,0.75,0.75,0.75,222,8,8,24
trend_peer_combined_pack_add_native,2020,industry,manufacturing,403,115,288,0.732824427480916,0.8347826086956521,0.7804878048780488,253,35,19,96
trend_peer_combined_pack_add_native,2020,industry,it_services,103,15,88,0.7058823529411765,0.8,0.75,83,5,3,12
trend_peer_combined_pack_add_native,2021,overall,all,673,165,508,0.6445497630331753,0.8242424242424242,0.723404255319149,433,75,29,136
trend_peer_combined_pack_add_native,2021,market,KOSDAQ,392,126,266,0.622093023255814,0.8492063492063492,0.7181208053691275,201,65,19,107
trend_peer_combined_pack_add_native,2021,market,KOSPI,281,39,242,0.7435897435897436,0.7435897435897436,0.7435897435897436,232,10,10,29
trend_peer_combined_pack_add_native,2021,industry,manufacturing,449,131,318,0.6666666666666666,0.8244274809160306,0.7372013651877133,264,54,23,108
trend_peer_combined_pack_add_native,2021,industry,it_services,125,18,107,0.5555555555555556,0.8333333333333334,0.6666666666666666,95,12,3,15
trend_peer_combined_pack_add_native,2022,overall,all,676,176,500,0.6912442396313364,0.8522727272727273,0.7633587786259542,433,67,26,150
trend_peer_combined_pack_add_native,2022,market,KOSDAQ,403,143,260,0.7085714285714285,0.8671328671328671,0.779874213836478,209,51,19,124
trend_peer_combined_pack_add_native,2022,market,KOSPI,273,33,240,0.6190476190476191,0.7878787878787878,0.6933333333333334,224,16,7,26
trend_peer_combined_pack_add_native,2022,industry,manufacturing,450,136,314,0.6987951807228916,0.8529411764705882,0.7682119205298014,264,50,20,116
trend_peer_combined_pack_add_native,2022,industry,it_services,129,23,106,0.7142857142857143,0.8695652173913043,0.7843137254901961,98,8,3,20
trend_peer_combined_pack_add_native,final_test,overall,all,924,203,721,0.7049180327868853,0.8472906403940886,0.7695749440715883,649,72,31,172
trend_peer_combined_pack_add_native,final_test,market,KOSDAQ,427,163,264,0.71875,0.8466257668711656,0.7774647887323943,210,54,25,138
trend_peer_combined_pack_add_native,final_test,market,KOSPI,497,40,457,0.6538461538461539,0.85,0.7391304347826086,439,18,6,34
trend_peer_combined_pack_add_native,final_test,industry,manufacturing,598,162,436,0.7225130890052356,0.8518518518518519,0.7818696883852692,383,53,24,138
trend_peer_combined_pack_add_native,final_test,industry,it_services,176,21,155,0.5925925925925926,0.7619047619047619,0.6666666666666666,144,11,5,16
