evaluation_mode,split,rolling_eval_year,policy_year,committee_policy,sample_category,market,stock_code,corp_name,fiscal_year,eval_year,as_of_date,actual_label_name,model_predicted_label_name,model_error_type,credit_rating,rating_boundary_group,rating_agency_group,industry_macro_category,firm_size_group,prob_speculative,threshold,stage1_probability_margin,trigger_reason_code,trigger_reason,evidence_cutoff_rule,committee_success_question,company_selection_json
rolling_validation_tn_overhold_expanded,rolling_validation,2021,2020,rolling_stage1_or_near_threshold_0_10,true_negative_overescalation_guardrail,KOSDAQ,237750,피앤씨테크(주),2021,2022,2021-12-31,투자적격,투자적격,true_negative,BBB+,near_investment_BBB_plus_to_BBB_minus,OTHER,manufacturing,small_and_medium,0.29425952,0.31,-0.0157404816150665,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처여서 TN 과잉 보류 guardrail 분석 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",1차 모델이 안정으로 본 사례입니다. 위원회가 근거 없이 과도하게 위험을 키우지 않는지 확인합니다.,"{""analysis"": {""eval_year"": 2022, ""fiscal_year"": 2021}, ""as_of_date"": ""2021-12-31"", ""company"": {""corp_name"": ""피앤씨테크(주)"", ""market"": ""KOSDAQ"", ""stock_code"": ""237750""}, ""request_id"": ""committee-eval-KOSDAQ-237750-2021"", ""selected_at"": ""2026-05-22T08:19:39.585284+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tn_overhold_expanded,rolling_validation,2021,2020,rolling_stage1_or_near_threshold_0_10,true_negative_overescalation_guardrail,KOSDAQ,252500,(주)세화피앤씨,2021,2022,2021-12-31,투자적격,투자적격,true_negative,BBB+,near_investment_BBB_plus_to_BBB_minus,OTHER,manufacturing,small_and_medium,0.29425952,0.31,-0.0157404816150665,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처여서 TN 과잉 보류 guardrail 분석 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",1차 모델이 안정으로 본 사례입니다. 위원회가 근거 없이 과도하게 위험을 키우지 않는지 확인합니다.,"{""analysis"": {""eval_year"": 2022, ""fiscal_year"": 2021}, ""as_of_date"": ""2021-12-31"", ""company"": {""corp_name"": ""(주)세화피앤씨"", ""market"": ""KOSDAQ"", ""stock_code"": ""252500""}, ""request_id"": ""committee-eval-KOSDAQ-252500-2021"", ""selected_at"": ""2026-05-22T08:19:39.585292+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tn_overhold_expanded,rolling_validation,2022,2021,rolling_stage1_or_near_threshold_0_10,true_negative_overescalation_guardrail,KOSDAQ,014190,(주)원익큐브,2022,2023,2022-12-31,투자적격,투자적격,true_negative,BBB+,near_investment_BBB_plus_to_BBB_minus,OTHER,wholesale_retail,mid_sized,0.23419206,0.25,-0.0158079415559768,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처여서 TN 과잉 보류 guardrail 분석 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",1차 모델이 안정으로 본 사례입니다. 위원회가 근거 없이 과도하게 위험을 키우지 않는지 확인합니다.,"{""analysis"": {""eval_year"": 2023, ""fiscal_year"": 2022}, ""as_of_date"": ""2022-12-31"", ""company"": {""corp_name"": ""(주)원익큐브"", ""market"": ""KOSDAQ"", ""stock_code"": ""014190""}, ""request_id"": ""committee-eval-KOSDAQ-014190-2022"", ""selected_at"": ""2026-05-22T08:19:39.585301+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tn_overhold_expanded,rolling_validation,2021,2020,rolling_stage1_or_near_threshold_0_10,true_negative_overescalation_guardrail,KOSPI,378850,(주)화승알앤에이,2021,2022,2021-12-31,투자적격,투자적격,true_negative,BBB-,near_investment_BBB_plus_to_BBB_minus,BIG3,manufacturing,mid_sized,0.29384992,0.31,-0.016150084733963,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처여서 TN 과잉 보류 guardrail 분석 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",1차 모델이 안정으로 본 사례입니다. 위원회가 근거 없이 과도하게 위험을 키우지 않는지 확인합니다.,"{""analysis"": {""eval_year"": 2022, ""fiscal_year"": 2021}, ""as_of_date"": ""2021-12-31"", ""company"": {""corp_name"": ""(주)화승알앤에이"", ""market"": ""KOSPI"", ""stock_code"": ""378850""}, ""request_id"": ""committee-eval-KOSPI-378850-2021"", ""selected_at"": ""2026-05-22T08:19:39.585309+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tn_overhold_expanded,rolling_validation,2020,2019,rolling_stage1_or_near_threshold_0_10,true_negative_overescalation_guardrail,KOSDAQ,218150,(주)미래생명자원,2020,2021,2020-12-31,투자적격,투자적격,true_negative,BBB,near_investment_BBB_plus_to_BBB_minus,OTHER,manufacturing,small_and_medium,0.30830675,0.325,-0.0166932463645935,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처여서 TN 과잉 보류 guardrail 분석 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",1차 모델이 안정으로 본 사례입니다. 위원회가 근거 없이 과도하게 위험을 키우지 않는지 확인합니다.,"{""analysis"": {""eval_year"": 2021, ""fiscal_year"": 2020}, ""as_of_date"": ""2020-12-31"", ""company"": {""corp_name"": ""(주)미래생명자원"", ""market"": ""KOSDAQ"", ""stock_code"": ""218150""}, ""request_id"": ""committee-eval-KOSDAQ-218150-2020"", ""selected_at"": ""2026-05-22T08:19:39.585319+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tn_overhold_expanded,rolling_validation,2020,2019,rolling_stage1_or_near_threshold_0_10,true_negative_overescalation_guardrail,KOSDAQ,119500,(주)포메탈,2020,2021,2020-12-31,투자적격,투자적격,true_negative,BBB+,near_investment_BBB_plus_to_BBB_minus,OTHER,manufacturing,small_and_medium,0.30689192,0.325,-0.0181080818176269,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처여서 TN 과잉 보류 guardrail 분석 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",1차 모델이 안정으로 본 사례입니다. 위원회가 근거 없이 과도하게 위험을 키우지 않는지 확인합니다.,"{""analysis"": {""eval_year"": 2021, ""fiscal_year"": 2020}, ""as_of_date"": ""2020-12-31"", ""company"": {""corp_name"": ""(주)포메탈"", ""market"": ""KOSDAQ"", ""stock_code"": ""119500""}, ""request_id"": ""committee-eval-KOSDAQ-119500-2020"", ""selected_at"": ""2026-05-22T08:19:39.585327+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tn_overhold_expanded,rolling_validation,2020,2019,rolling_stage1_or_near_threshold_0_10,true_negative_overescalation_guardrail,KOSDAQ,120240,대정화금(주),2020,2021,2020-12-31,투자적격,투자적격,true_negative,A,upper_investment_A_or_above,OTHER,manufacturing,small_and_medium,0.30689192,0.325,-0.0181080818176269,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처여서 TN 과잉 보류 guardrail 분석 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",1차 모델이 안정으로 본 사례입니다. 위원회가 근거 없이 과도하게 위험을 키우지 않는지 확인합니다.,"{""analysis"": {""eval_year"": 2021, ""fiscal_year"": 2020}, ""as_of_date"": ""2020-12-31"", ""company"": {""corp_name"": ""대정화금(주)"", ""market"": ""KOSDAQ"", ""stock_code"": ""120240""}, ""request_id"": ""committee-eval-KOSDAQ-120240-2020"", ""selected_at"": ""2026-05-22T08:19:39.585335+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tn_overhold_expanded,rolling_validation,2020,2019,rolling_stage1_or_near_threshold_0_10,true_negative_overescalation_guardrail,KOSDAQ,017000,신원종합개발(주),2020,2021,2020-12-31,투자적격,투자적격,true_negative,A,upper_investment_A_or_above,OTHER,construction,small_and_medium,0.3065629,0.325,-0.0184370994567871,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처여서 TN 과잉 보류 guardrail 분석 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",1차 모델이 안정으로 본 사례입니다. 위원회가 근거 없이 과도하게 위험을 키우지 않는지 확인합니다.,"{""analysis"": {""eval_year"": 2021, ""fiscal_year"": 2020}, ""as_of_date"": ""2020-12-31"", ""company"": {""corp_name"": ""신원종합개발(주)"", ""market"": ""KOSDAQ"", ""stock_code"": ""017000""}, ""request_id"": ""committee-eval-KOSDAQ-017000-2020"", ""selected_at"": ""2026-05-22T08:19:39.585344+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tn_overhold_expanded,rolling_validation,2022,2021,rolling_stage1_or_near_threshold_0_10,true_negative_overescalation_guardrail,KOSDAQ,075130,(주)플랜티넷,2022,2023,2022-12-31,투자적격,투자적격,true_negative,BBB-,near_investment_BBB_plus_to_BBB_minus,OTHER,it_services,small_and_medium,0.23015136,0.25,-0.0198486447334289,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처여서 TN 과잉 보류 guardrail 분석 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",1차 모델이 안정으로 본 사례입니다. 위원회가 근거 없이 과도하게 위험을 키우지 않는지 확인합니다.,"{""analysis"": {""eval_year"": 2023, ""fiscal_year"": 2022}, ""as_of_date"": ""2022-12-31"", ""company"": {""corp_name"": ""(주)플랜티넷"", ""market"": ""KOSDAQ"", ""stock_code"": ""075130""}, ""request_id"": ""committee-eval-KOSDAQ-075130-2022"", ""selected_at"": ""2026-05-22T08:19:39.585352+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tn_overhold_expanded,rolling_validation,2019,2018,rolling_stage1_or_near_threshold_0_10,true_negative_overescalation_guardrail,KOSPI,272550,(주)삼양패키징,2019,2020,2019-12-31,투자적격,투자적격,true_negative,A-,upper_investment_A_or_above,BIG3,manufacturing,mid_sized,0.20398116,0.225,-0.0210188388824462,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처여서 TN 과잉 보류 guardrail 분석 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",1차 모델이 안정으로 본 사례입니다. 위원회가 근거 없이 과도하게 위험을 키우지 않는지 확인합니다.,"{""analysis"": {""eval_year"": 2020, ""fiscal_year"": 2019}, ""as_of_date"": ""2019-12-31"", ""company"": {""corp_name"": ""(주)삼양패키징"", ""market"": ""KOSPI"", ""stock_code"": ""272550""}, ""request_id"": ""committee-eval-KOSPI-272550-2019"", ""selected_at"": ""2026-05-22T08:19:39.585360+00:00"", ""source"": ""csv_upload""}"
