market,industry_macro_category,split,feature,count,mean_abs_shap,mean_signed_shap,rank_within_group
KOSDAQ,transport_storage,test,assets_total,2,0.45356395840644836,-0.45356395840644836,2
KOSDAQ,transport_storage,test,total_debt_turnover,2,0.41490817070007324,-0.41490817070007324,3
KOSDAQ,transport_storage,test,dividend_payer,2,0.4064445197582245,-0.4064445197582245,4
KOSDAQ,transport_storage,test,gross_profit,2,0.3783731609582901,-0.3783731609582901,5
KOSDAQ,transport_storage,test,cashflow_coverage_ratio,1,0.24888189136981964,0.24888189136981964,6
KOSDAQ,transport_storage,test,firm_size_group,1,0.2416727989912033,0.2416727989912033,7
KOSDAQ,transport_storage,test,interest_coverage_ratio,1,0.23530636727809906,-0.23530636727809906,8
KOSDAQ,transport_storage,test,net_margin_diff,1,0.1572573035955429,-0.1572573035955429,9
KOSDAQ,transport_storage,test,capital_impairment_ratio,1,0.1458098590373993,-0.1458098590373993,10
KOSDAQ,transport_storage,test,depreciation,1,0.14531509578227997,0.14531509578227997,11
KOSDAQ,transport_storage,test,pretax_roe,1,0.14334145188331604,0.14334145188331604,12
KOSDAQ,transport_storage,test,industry_macro_category,1,0.12157746404409409,-0.12157746404409409,13
KOSDAQ,transport_storage,test,net_margin,1,0.11703126132488251,-0.11703126132488251,14
KOSDAQ,transport_storage,test,short_term_borrowings_share,1,0.11376649886369705,0.11376649886369705,15
KOSDAQ,transport_storage,train,listed_year,5,0.6880572974681854,0.42684815526008607,1
KOSDAQ,transport_storage,train,interest_coverage_ratio,5,0.5869837582111359,-0.5869837582111359,2
KOSDAQ,transport_storage,train,gross_profit,5,0.44352686405181885,0.2426501750946045,3
KOSDAQ,transport_storage,train,dividend_payer,5,0.34313193559646604,-0.125246262550354,4
KOSDAQ,transport_storage,train,assets_total,5,0.29703767895698546,0.16486453413963317,5
KOSDAQ,transport_storage,train,industry_macro_category,1,0.29060930013656616,-0.29060930013656616,6
KOSDAQ,transport_storage,train,total_debt_turnover,3,0.28553377588589984,-0.28553377588589984,7
KOSDAQ,transport_storage,train,equity_ratio,1,0.26670920848846436,0.26670920848846436,8
KOSDAQ,transport_storage,train,depreciation,2,0.26628584414720535,0.26628584414720535,9
KOSDAQ,transport_storage,train,capital_impairment_ratio,4,0.23208652809262276,-0.23208652809262276,10
KOSDAQ,transport_storage,train,firm_size_group,2,0.22848553955554962,0.11857689917087555,11
KOSDAQ,transport_storage,train,net_margin,3,0.21610502898693085,-0.21610502898693085,12
KOSDAQ,transport_storage,train,pretax_roe,1,0.20031242072582245,0.20031242072582245,13
KOSDAQ,transport_storage,train,market_to_book,1,0.1731705516576767,-0.1731705516576767,14
KOSDAQ,transport_storage,train,total_assets_growth,1,0.16860032081604004,0.16860032081604004,15
KOSDAQ,transport_storage,train,total_borrowings_ratio,4,0.16681596264243126,-0.07061396911740303,16
KOSDAQ,transport_storage,train,cashflow_coverage_ratio,2,0.1280820444226265,-0.1280820444226265,17
KOSDAQ,transport_storage,valid,listed_year,1,0.7551993131637573,0.7551993131637573,1
KOSDAQ,transport_storage,valid,gross_profit,1,0.7308595776557922,-0.7308595776557922,2
KOSDAQ,transport_storage,valid,interest_coverage_ratio,1,0.7140390872955322,-0.7140390872955322,3
KOSDAQ,transport_storage,valid,assets_total,1,0.4282018840312958,-0.4282018840312958,4
KOSDAQ,transport_storage,valid,dividend_payer,1,0.3904680609703064,-0.3904680609703064,5
KOSDAQ,transport_storage,valid,net_margin,1,0.3673717677593231,-0.3673717677593231,6
KOSDAQ,transport_storage,valid,total_debt_turnover,1,0.3054567873477936,-0.3054567873477936,7
KOSDAQ,transport_storage,valid,ocf_to_sales,1,0.24646532535552979,-0.24646532535552979,8
KOSDAQ,transport_storage,valid,ocf_to_total_liabilities,1,0.23364853858947754,-0.23364853858947754,9
KOSDAQ,transport_storage,valid,cashflow_coverage_ratio,1,0.20381544530391693,-0.20381544530391693,10
KOSDAQ,wholesale_retail,test,industry_macro_category,16,0.5921999029815197,0.5566401705145836,1
KOSDAQ,wholesale_retail,test,gross_profit,14,0.5288526596767562,0.272390532706465,2
KOSDAQ,wholesale_retail,test,interest_coverage_ratio,12,0.5101844693223635,0.14847576866547266,3
KOSDAQ,wholesale_retail,test,market_to_book,1,0.47466951608657837,0.47466951608657837,4
KOSDAQ,wholesale_retail,test,net_margin,10,0.44718876034021376,0.35067261308431624,5
KOSDAQ,wholesale_retail,test,short_term_borrowings_share,2,0.4402550458908081,-0.4402550458908081,6
KOSDAQ,wholesale_retail,test,firm_size_group,11,0.42602963881059125,0.1649995662949302,7
KOSDAQ,wholesale_retail,test,assets_total,9,0.40951205293337506,0.017393963204489812,8
KOSDAQ,wholesale_retail,test,listed_year,7,0.39624595642089844,0.06029172454561506,9
KOSDAQ,wholesale_retail,test,capital_impairment_ratio,12,0.38767513260245323,0.020544681698083878,10
KOSDAQ,wholesale_retail,test,dividend_payer,16,0.37528084125369787,0.01706970762461424,11
KOSDAQ,wholesale_retail,test,cash_ratio,8,0.367338664829731,-0.036594241857528687,12
KOSDAQ,wholesale_retail,test,depreciation,9,0.3565095116694768,0.15310331020090315,13
KOSDAQ,wholesale_retail,test,total_debt_turnover,7,0.3496483053479876,-0.3496483053479876,14
KOSDAQ,wholesale_retail,test,current_ratio,2,0.30509790778160095,0.30509790778160095,15
KOSDAQ,wholesale_retail,test,equity_ratio,8,0.298753309994936,-0.14464540407061577,16
KOSDAQ,wholesale_retail,test,debt_ratio,3,0.2847118526697159,-0.2847118526697159,17
KOSDAQ,wholesale_retail,test,total_borrowings_ratio,3,0.263905664285024,0.04006338119506836,18
KOSDAQ,wholesale_retail,test,ocf_to_sales,1,0.25367170572280884,-0.25367170572280884,19
KOSDAQ,wholesale_retail,test,intangible_assets_ratio,1,0.24301214516162872,-0.24301214516162872,20
KOSDAQ,wholesale_retail,test,ocf_to_total_liabilities,1,0.2252204716205597,-0.2252204716205597,21
KOSDAQ,wholesale_retail,test,cashflow_coverage_ratio,4,0.22308794409036636,0.030244536697864532,22
KOSDAQ,wholesale_retail,test,pretax_roe,2,0.2049737572669983,0.2049737572669983,23
KOSDAQ,wholesale_retail,test,net_margin_diff,1,0.13571889698505402,-0.13571889698505402,24
KOSDAQ,wholesale_retail,train,interest_coverage_ratio,91,0.6133152618185505,-0.24100859561464288,1
KOSDAQ,wholesale_retail,train,industry_macro_category,86,0.6091488066107728,0.5985923153023387,2
KOSDAQ,wholesale_retail,train,net_margin_diff,15,0.5971418807903925,0.42089886367321017,3
KOSDAQ,wholesale_retail,train,gross_profit,88,0.5758114452050491,0.22879902832210064,4
KOSDAQ,wholesale_retail,train,intangible_assets_ratio,12,0.5219168538848559,-0.1564613158504168,5
KOSDAQ,wholesale_retail,train,firm_size_group,72,0.49114346586995655,0.11391694264279471,6
KOSDAQ,wholesale_retail,train,total_assets_growth,10,0.48385834842920306,0.443198461830616,7
KOSDAQ,wholesale_retail,train,assets_total,75,0.46235196153322855,0.07309962828954061,8
KOSDAQ,wholesale_retail,train,net_margin,72,0.43117662529564565,-0.0670215736867653,9
KOSDAQ,wholesale_retail,train,dividend_payer,96,0.39996157633140683,-0.023208977809796732,10
KOSDAQ,wholesale_retail,train,total_debt_turnover,23,0.3895497393348943,-0.3895497393348943,11
KOSDAQ,wholesale_retail,train,ocf_to_total_borrowings,2,0.37890519946813583,-0.1518971100449562,12
KOSDAQ,wholesale_retail,train,capital_impairment_ratio,81,0.3511962988126425,-0.11076563394364015,13
KOSDAQ,wholesale_retail,train,equity_ratio,43,0.34926995080570844,-0.14574695395868878,14
KOSDAQ,wholesale_retail,train,short_term_borrowings_share,7,0.33972057913030895,-0.27493220780576977,15
KOSDAQ,wholesale_retail,train,listed_year,47,0.33822597341334565,-0.09383778052127108,16
KOSDAQ,wholesale_retail,train,depreciation,36,0.3064120329088635,0.1259338367316458,17
KOSDAQ,wholesale_retail,train,debt_ratio,23,0.3063724151124125,-0.27576763927936554,18
KOSDAQ,wholesale_retail,train,total_borrowings_ratio,29,0.3002829672447566,-0.2149796724833291,19
KOSDAQ,wholesale_retail,train,cash_ratio,12,0.2943907367686431,0.02569157009323438,20
KOSDAQ,wholesale_retail,train,ocf_to_total_liabilities,2,0.2841666638851166,-0.2841666638851166,21
KOSDAQ,wholesale_retail,train,current_ratio,8,0.27775857597589493,0.27775857597589493,22
KOSDAQ,wholesale_retail,train,market_to_book,3,0.2599905729293823,0.05061548948287964,23
KOSDAQ,wholesale_retail,train,operating_roa,5,0.22861981987953187,-0.15259207487106324,24
KOSDAQ,wholesale_retail,train,pretax_roe,4,0.21923383325338364,0.15370573848485947,25
KOSDAQ,wholesale_retail,train,ocf_to_sales,2,0.21423304080963135,0.05145376920700073,26
KOSDAQ,wholesale_retail,train,is_2y_consecutive_ocf_deficit,3,0.19959528744220734,0.19959528744220734,27
KOSDAQ,wholesale_retail,train,cashflow_coverage_ratio,41,0.1993082020340896,-0.1067322172769686,28
KOSDAQ,wholesale_retail,train,accruals_ratio,2,0.18789443373680115,0.028610438108444214,29
KOSDAQ,wholesale_retail,valid,total_assets_growth,1,0.7378321290016174,0.7378321290016174,1
KOSDAQ,wholesale_retail,valid,industry_macro_category,19,0.6282355291278738,0.6010700315237045,2
KOSDAQ,wholesale_retail,valid,interest_coverage_ratio,18,0.5135273221466277,-0.13155867490503523,3
KOSDAQ,wholesale_retail,valid,gross_profit,18,0.4824177109532886,0.25009437567657894,4
KOSDAQ,wholesale_retail,valid,ocf_to_total_borrowings,1,0.4638979136943817,-0.4638979136943817,5
KOSDAQ,wholesale_retail,valid,firm_size_group,14,0.43460104933806826,0.22402643944535935,6
KOSDAQ,wholesale_retail,valid,market_to_book,2,0.39955848455429077,0.39955848455429077,7
KOSDAQ,wholesale_retail,valid,assets_total,13,0.3961626256887729,0.13440875250559586,8
KOSDAQ,wholesale_retail,valid,net_margin,13,0.3782407200107208,0.03557316901592108,9
KOSDAQ,wholesale_retail,valid,dividend_payer,20,0.3755247011780739,0.045149697363376616,10
KOSDAQ,wholesale_retail,valid,total_debt_turnover,8,0.3634924329817295,-0.3634924329817295,11
KOSDAQ,wholesale_retail,valid,capital_impairment_ratio,14,0.3550876187426703,-0.1078662680728095,12
KOSDAQ,wholesale_retail,valid,depreciation,12,0.33648131787776947,0.18904046714305878,13
KOSDAQ,wholesale_retail,valid,cash_ratio,2,0.32633714377880096,-0.05079583823680878,14
KOSDAQ,wholesale_retail,valid,equity_ratio,8,0.3117921706289053,-0.17147674225270748,15
KOSDAQ,wholesale_retail,valid,listed_year,10,0.29031101018190386,-0.08297521024942398,16
KOSDAQ,wholesale_retail,valid,current_ratio,1,0.2860603630542755,0.2860603630542755,17
KOSDAQ,wholesale_retail,valid,net_margin_diff,2,0.2413826808333397,-0.03907544165849686,18
KOSDAQ,wholesale_retail,valid,total_borrowings_ratio,7,0.23776584544352122,-0.11258612679583686,19
KOSDAQ,wholesale_retail,valid,debt_ratio,5,0.22883336544036864,-0.07828713059425355,20
KOSDAQ,wholesale_retail,valid,cashflow_coverage_ratio,9,0.21890051497353447,-0.010405398077434964,21
KOSDAQ,wholesale_retail,valid,pretax_roe,2,0.1654086783528328,0.1654086783528328,22
KOSDAQ,wholesale_retail,valid,intangible_assets_ratio,1,0.15870803594589233,-0.15870803594589233,23
KOSPI,construction,test,gross_profit,16,0.8062596786767244,-0.35525879450142384,1
KOSPI,construction,test,industry_macro_category,19,0.6525929225118536,-0.6525929225118536,2
KOSPI,construction,test,assets_total,17,0.6522782129399917,-0.6161548144677106,3
KOSPI,construction,test,depreciation,14,0.6373301244207791,-0.46044512199504034,4
KOSPI,construction,test,firm_size_group,9,0.6145623127619425,-0.6145623127619425,5
KOSPI,construction,test,intangible_assets_ratio,2,0.5427459925413132,0.5427459925413132,6
KOSPI,construction,test,short_term_borrowings_share,5,0.5199711948633194,-0.5199711948633194,7
KOSPI,construction,test,net_margin,3,0.4682547052701314,0.19845720132191977,8
KOSPI,construction,test,capital_impairment_ratio,16,0.3998461849987507,0.06497162207961082,9
KOSPI,construction,test,market_to_book,8,0.3973756171762943,0.3973756171762943,10
KOSPI,construction,test,interest_coverage_ratio,13,0.38710010510224563,0.1808810279919551,11
KOSPI,construction,test,listed_year,9,0.37986084156566197,0.23822385403845045,12
KOSPI,construction,test,cash_ratio,2,0.35285505652427673,0.35285505652427673,13
KOSPI,construction,test,current_ratio,1,0.34824174642562866,0.34824174642562866,14
KOSPI,construction,test,ocf_to_sales,1,0.2962231934070587,-0.2962231934070587,15
KOSPI,construction,test,total_borrowings_ratio,1,0.29513150453567505,-0.29513150453567505,16
KOSPI,construction,test,equity_ratio,13,0.2943269300919313,0.19589704619004175,17
KOSPI,construction,test,dividend_payer,11,0.2762391364032572,-0.22670050778172232,18
KOSPI,construction,test,total_debt_turnover,7,0.2710291849715369,-0.010561472603252955,19
KOSPI,construction,test,is_2y_consecutive_ocf_deficit,2,0.25160370767116547,0.25160370767116547,20
KOSPI,construction,test,debt_ratio,2,0.24239657819271088,-0.09671930968761444,21
KOSPI,construction,test,net_margin_diff,1,0.23996688425540924,-0.23996688425540924,22
KOSPI,construction,test,ocf_to_total_borrowings,2,0.23730382323265076,0.23730382323265076,23
KOSPI,construction,test,market,1,0.2365625500679016,-0.2365625500679016,24
KOSPI,construction,test,cashflow_coverage_ratio,12,0.23073353121678034,0.10650880386432011,25
KOSPI,construction,test,accruals_ratio,1,0.21968720853328705,0.21968720853328705,26
KOSPI,construction,test,pretax_roe,1,0.1967136114835739,-0.1967136114835739,27
KOSPI,construction,test,total_assets_growth,1,0.08999112993478775,-0.08999112993478775,28
KOSPI,construction,train,industry_macro_category,126,0.773069752942002,-0.773069752942002,1
KOSPI,construction,train,gross_profit,122,0.6936400626770786,-0.28068690869163293,2
KOSPI,construction,train,firm_size_group,59,0.6237825599767394,-0.582369374016584,3
KOSPI,construction,train,assets_total,109,0.6136240778029511,-0.46212259051176385,4
KOSPI,construction,train,depreciation,76,0.5865450065190855,-0.46893421982071903,5
KOSPI,construction,train,short_term_borrowings_share,28,0.5572940834930965,-0.5572940834930965,6
KOSPI,construction,train,interest_coverage_ratio,93,0.48703913198363397,-0.18171909627734975,7
KOSPI,construction,train,net_margin_diff,11,0.4250289228829471,0.03568371588533575,8
KOSPI,construction,train,net_margin,64,0.3696122677065432,-0.08827166305854917,9
KOSPI,construction,train,cash_ratio,12,0.3640696170429389,-0.16835063820083937,10
KOSPI,construction,train,listed_year,67,0.3396852422338813,0.2314388568499195,11
KOSPI,construction,train,pretax_roe,10,0.32899158596992495,0.29434873461723327,12
KOSPI,construction,train,capital_impairment_ratio,101,0.3280859564495559,0.047259466630397456,13
KOSPI,construction,train,intangible_assets_ratio,16,0.30073850229382515,0.13303840905427933,14
KOSPI,construction,train,total_assets_growth,13,0.300155445933342,0.19527996159516847,15
KOSPI,construction,train,equity_ratio,70,0.298233120569161,0.22154755060161863,16
KOSPI,construction,train,market_to_book,30,0.29487322891751927,0.1388354517519474,17
KOSPI,construction,train,ocf_to_total_borrowings,4,0.28736988455057144,-0.08342263847589493,18
KOSPI,construction,train,total_debt_turnover,39,0.27178882215267575,-0.017268079595688064,19
KOSPI,construction,train,dividend_payer,95,0.25230910291797237,-0.09829649784063038,20
KOSPI,construction,train,accruals_ratio,7,0.2458572174821581,0.2458572174821581,21
KOSPI,construction,train,is_2y_consecutive_ocf_deficit,3,0.23740183810393015,0.23740183810393015,22
KOSPI,construction,train,total_borrowings_ratio,20,0.22263293974101545,-0.15098248608410358,23
KOSPI,construction,train,ocf_to_sales,9,0.22183708681000602,-0.22183708681000602,24
KOSPI,construction,train,cashflow_coverage_ratio,73,0.21994930424102366,-0.03756042988332983,25
KOSPI,construction,train,market,8,0.21898706629872322,-0.21898706629872322,26
KOSPI,construction,train,spec_spread,3,0.19133228560288748,-0.19133228560288748,27
KOSPI,construction,train,current_ratio,8,0.18597276415675879,0.1669499510899186,28
KOSPI,construction,train,operating_roa,8,0.1856375951319933,-0.1856375951319933,29
KOSPI,construction,train,debt_ratio,6,0.14949368933836618,0.14949368933836618,30
KOSPI,construction,valid,firm_size_group,9,0.6668377121289571,-0.6668377121289571,1
KOSPI,construction,valid,industry_macro_category,19,0.6625252334695113,-0.6625252334695113,2
KOSPI,construction,valid,gross_profit,19,0.6260862664172524,-0.3956022921361421,3
KOSPI,construction,valid,depreciation,13,0.6079306533703437,-0.47456684708595276,4
KOSPI,construction,valid,short_term_borrowings_share,7,0.6024528401238578,-0.6024528401238578,5
KOSPI,construction,valid,assets_total,16,0.5987447127699852,-0.4944206550717354,6
KOSPI,construction,valid,market_to_book,8,0.49940718337893486,0.49940718337893486,7
KOSPI,construction,valid,interest_coverage_ratio,13,0.4482386192450157,-0.11031978520063254,8
KOSPI,construction,valid,cash_ratio,2,0.4374624639749527,-0.027667656540870667,9
KOSPI,construction,valid,debt_ratio,1,0.40006130933761597,-0.40006130933761597,10
KOSPI,construction,valid,net_margin,7,0.35832852338041576,-0.1279512154204505,11
KOSPI,construction,valid,total_debt_turnover,3,0.3324393779039383,0.00883809228738149,12
KOSPI,construction,valid,listed_year,10,0.3288770392537117,0.21280961781740187,13
KOSPI,construction,valid,capital_impairment_ratio,14,0.29168662961040226,-0.042452168251786916,14
KOSPI,construction,valid,equity_ratio,13,0.2880368106640302,0.12154165712686685,15
KOSPI,construction,valid,ocf_to_total_borrowings,1,0.27271851897239685,0.27271851897239685,16
KOSPI,construction,valid,current_ratio,2,0.26892442256212234,0.26892442256212234,17
KOSPI,construction,valid,dividend_payer,12,0.2573069892823696,-0.15733814612030983,18
KOSPI,construction,valid,pretax_roe,1,0.250774085521698,-0.250774085521698,19
KOSPI,construction,valid,cashflow_coverage_ratio,9,0.23107064101431105,0.018977969884872437,20
KOSPI,construction,valid,market,2,0.22382670640945435,-0.22382670640945435,21
KOSPI,construction,valid,is_2y_consecutive_ocf_deficit,1,0.2160484343767166,0.2160484343767166,22
KOSPI,construction,valid,net_margin_diff,3,0.21529163916905722,-0.21529163916905722,23
KOSPI,construction,valid,ocf_to_sales,2,0.20947516709566116,0.20947516709566116,24
KOSPI,construction,valid,total_borrowings_ratio,2,0.2082020863890648,-0.10864651948213577,25
KOSPI,construction,valid,spec_spread,1,0.20202812552452087,-0.20202812552452087,26
KOSPI,it_services,test,gross_profit,49,1.085340867237169,-1.0024288126400538,1
KOSPI,it_services,test,firm_size_group,42,0.9181058928370476,-0.8811105159776551,2
KOSPI,it_services,test,depreciation,43,0.88518485115018,-0.8557525315257006,3
KOSPI,it_services,test,assets_total,52,0.8007272155239031,-0.7348466991231992,4
KOSPI,it_services,test,industry_macro_category,53,0.7436643743290091,-0.7436643743290091,5
KOSPI,it_services,test,market_to_book,18,0.48928122056855095,0.47600026263131034,6
KOSPI,it_services,test,short_term_borrowings_share,18,0.4604998942878511,-0.4604998942878511,7
KOSPI,it_services,test,ocf_to_total_borrowings,4,0.46038664877414703,-0.46038664877414703,8
KOSPI,it_services,test,interest_coverage_ratio,20,0.41917801797389986,-0.23014652132987976,9
KOSPI,it_services,test,intangible_assets_ratio,20,0.4020926259458065,-0.4020926259458065,10
KOSPI,it_services,test,debt_ratio,1,0.38990914821624756,-0.38990914821624756,11
KOSPI,it_services,test,cash_ratio,5,0.3667488515377045,-0.3667488515377045,12
KOSPI,it_services,test,total_assets_growth,3,0.35456988712151843,0.2942657123009364,13
KOSPI,it_services,test,net_margin_diff,11,0.3483845835382288,0.15914745493368668,14
KOSPI,it_services,test,dividend_payer,52,0.3311842270195484,-0.2610953774016637,15
KOSPI,it_services,test,net_margin,24,0.30885935698946315,-0.07679494594534238,16
KOSPI,it_services,test,accruals_ratio,4,0.3016117885708809,0.3016117885708809,17
KOSPI,it_services,test,listed_year,25,0.29357963025569916,0.008493710160255432,18
KOSPI,it_services,test,equity_ratio,21,0.2838002145290375,0.04490691849163601,19
KOSPI,it_services,test,total_debt_turnover,8,0.2762007834389806,-0.1770377205684781,20
KOSPI,it_services,test,capital_impairment_ratio,16,0.2743390961550176,-0.0750863472931087,21
KOSPI,it_services,test,total_borrowings_ratio,13,0.2688116987164204,-0.22186923657472318,22
KOSPI,it_services,test,ocf_to_sales,2,0.2340712919831276,-0.2340712919831276,23
KOSPI,it_services,test,market,4,0.22824214398860931,-0.22824214398860931,24
KOSPI,it_services,test,pretax_roe,9,0.22492309080229866,-0.16178074479103088,25
KOSPI,it_services,test,cashflow_coverage_ratio,10,0.19160068780183792,-0.0979483351111412,26
KOSPI,it_services,test,operating_roa,1,0.1757892519235611,-0.1757892519235611,27
KOSPI,it_services,test,current_ratio,2,0.1757267266511917,0.1757267266511917,28
KOSPI,it_services,train,gross_profit,338,0.9945134869694005,-0.8825225032116535,1
KOSPI,it_services,train,firm_size_group,249,0.9238974433167871,-0.9105947968291949,2
KOSPI,it_services,train,depreciation,270,0.8618225839954835,-0.8315780285883833,3
KOSPI,it_services,train,assets_total,333,0.8053745997471137,-0.7517161823518284,4
KOSPI,it_services,train,industry_macro_category,341,0.7572196694063651,-0.7572196694063651,5
KOSPI,it_services,train,short_term_borrowings_share,121,0.4906949083174556,-0.4906949083174556,6
KOSPI,it_services,train,intangible_assets_ratio,130,0.43018647260390797,-0.411816371518832,7
KOSPI,it_services,train,ocf_to_total_borrowings,25,0.42416018664836885,-0.39627007305622103,8
KOSPI,it_services,train,interest_coverage_ratio,156,0.4190955411356229,-0.19945896693911308,9
KOSPI,it_services,train,total_assets_growth,24,0.4082792109499375,0.36542134421567124,10
KOSPI,it_services,train,net_margin_diff,39,0.36489659624222,0.10492062568664551,11
KOSPI,it_services,train,net_margin,127,0.36017119426896255,-0.13382136152954552,12
KOSPI,it_services,train,market_to_book,102,0.3447154117565529,0.19859614091760971,13
KOSPI,it_services,train,cash_ratio,35,0.34139576894896373,-0.24648149524416244,14
KOSPI,it_services,train,dividend_payer,321,0.3274925037800709,-0.257438949103296,15
KOSPI,it_services,train,total_borrowings_ratio,60,0.29479194556673366,-0.22825251643856367,16
KOSPI,it_services,train,equity_ratio,146,0.2927051534595555,0.03988896259298063,17
KOSPI,it_services,train,accruals_ratio,29,0.28485711997952956,0.26253102873933726,18
KOSPI,it_services,train,listed_year,134,0.28241679461589503,-0.032884523383717036,19
KOSPI,it_services,train,capital_impairment_ratio,130,0.27134210232358713,-0.11845247693932974,20
KOSPI,it_services,train,pretax_roe,43,0.2684714842674344,-0.024895607038985853,21
KOSPI,it_services,train,total_debt_turnover,73,0.24392906811139356,-0.05424705923420109,22
KOSPI,it_services,train,ocf_to_total_liabilities,1,0.23878806829452515,-0.23878806829452515,23
KOSPI,it_services,train,debt_ratio,27,0.23634454111258188,-0.1823855467416622,24
KOSPI,it_services,train,cashflow_coverage_ratio,80,0.22891675177961587,-0.1271686477586627,25
KOSPI,it_services,train,market,38,0.21990831784511866,-0.21990831784511866,26
KOSPI,it_services,train,current_ratio,10,0.20861344486474992,0.20861344486474992,27
KOSPI,it_services,train,ocf_to_sales,17,0.20564299558891969,-0.20564299558891969,28
KOSPI,it_services,train,operating_roa,9,0.18068191409111023,-0.14785615603129068,29
KOSPI,it_services,train,is_2y_consecutive_ocf_deficit,2,0.15987272560596466,0.15987272560596466,30
KOSPI,it_services,valid,gross_profit,44,1.0035634172910994,-0.896415172314102,1
KOSPI,it_services,valid,firm_size_group,35,0.9592696509190968,-0.9137488122497286,2
KOSPI,it_services,valid,depreciation,40,0.837436779588461,-0.8083277359604836,3
KOSPI,it_services,valid,industry_macro_category,47,0.7882822942226491,-0.7882822942226491,4
KOSPI,it_services,valid,assets_total,46,0.7881233951319819,-0.7336025898871215,5
KOSPI,it_services,valid,market_to_book,16,0.5523574938997626,0.47095919493585825,6
KOSPI,it_services,valid,short_term_borrowings_share,16,0.5020282287150621,-0.5020282287150621,7
KOSPI,it_services,valid,intangible_assets_ratio,16,0.4662757199257612,-0.40941876359283924,8
KOSPI,it_services,valid,ocf_to_total_borrowings,1,0.4497278034687042,-0.4497278034687042,9
KOSPI,it_services,valid,net_margin_diff,7,0.42423324286937714,0.18870075047016144,10
KOSPI,it_services,valid,interest_coverage_ratio,24,0.3814990160365899,-0.1227020633717378,11
KOSPI,it_services,valid,net_margin,23,0.37634899629198987,0.029991299561832264,12
KOSPI,it_services,valid,cash_ratio,5,0.33640667498111726,-0.1315046638250351,13
KOSPI,it_services,valid,dividend_payer,44,0.3089043111963706,-0.2373313524506309,14
KOSPI,it_services,valid,accruals_ratio,2,0.3063168078660965,0.3063168078660965,15
KOSPI,it_services,valid,pretax_roe,9,0.2916894853115082,0.047533263762791954,16
KOSPI,it_services,valid,equity_ratio,21,0.2834813942511876,0.05521972335520245,17
KOSPI,it_services,valid,listed_year,19,0.2821683468003022,-0.04031144396254891,18
KOSPI,it_services,valid,ocf_to_sales,2,0.26898612827062607,-0.26898612827062607,19
KOSPI,it_services,valid,capital_impairment_ratio,14,0.2674957551062107,-0.1501808161182063,20
KOSPI,it_services,valid,market,2,0.2642320692539215,-0.2642320692539215,21
KOSPI,it_services,valid,current_ratio,1,0.25926151871681213,0.25926151871681213,22
KOSPI,it_services,valid,cashflow_coverage_ratio,16,0.24541304353624582,-0.0016766274347901344,23
KOSPI,it_services,valid,total_debt_turnover,5,0.23349077999591827,-0.05828044712543488,24
KOSPI,it_services,valid,total_assets_growth,6,0.23209359124302864,0.20206347232063612,25
KOSPI,it_services,valid,total_borrowings_ratio,7,0.20609559012310846,-0.1539236679673195,26
KOSPI,it_services,valid,debt_ratio,1,0.16389666497707367,-0.16389666497707367,27
KOSPI,it_services,valid,operating_roa,1,0.1372659057378769,-0.1372659057378769,28
KOSPI,manufacturing,test,gross_profit,166,0.8692119029990162,-0.6637376509158008,1
KOSPI,manufacturing,test,firm_size_group,89,0.861020456287968,-0.8173096431942468,2
KOSPI,manufacturing,test,depreciation,132,0.7602363392484911,-0.6846991238946264,3
KOSPI,manufacturing,test,assets_total,161,0.6693936684487028,-0.617302042542037,4
KOSPI,manufacturing,test,short_term_borrowings_share,40,0.4840509820729494,-0.47655432485044,5
KOSPI,manufacturing,test,ocf_to_total_borrowings,9,0.4796340349647734,-0.441648468375206,6
KOSPI,manufacturing,test,intangible_assets_ratio,39,0.4620649596819511,-0.1674160151145397,7
KOSPI,manufacturing,test,market_to_book,45,0.4329342150025898,0.315089769826995,8
KOSPI,manufacturing,test,interest_coverage_ratio,90,0.4201965240968598,-0.049018998775217267,9
KOSPI,manufacturing,test,total_debt_turnover,81,0.38293888686615746,-0.23831926304617046,10
KOSPI,manufacturing,test,equity_ratio,130,0.36584833671267214,-0.008956306886214476,11
KOSPI,manufacturing,test,listed_year,98,0.34361550333548563,0.03820064815939689,12
KOSPI,manufacturing,test,dividend_payer,164,0.3320457641853065,-0.22003090081781876,13
KOSPI,manufacturing,test,net_margin,85,0.3303789958357811,-0.11797512585625929,14
KOSPI,manufacturing,test,capital_impairment_ratio,106,0.327157808924621,-0.0860890065723995,15
KOSPI,manufacturing,test,cash_ratio,19,0.3096930784614463,-0.19823259350500608,16
KOSPI,manufacturing,test,net_margin_diff,21,0.2884326321738107,-0.01578537765003386,17
KOSPI,manufacturing,test,pretax_roe,18,0.2746012227402793,0.04928035868538751,18
KOSPI,manufacturing,test,is_2y_consecutive_ocf_deficit,3,0.2681682805220286,0.2681682805220286,19
KOSPI,manufacturing,test,debt_ratio,53,0.2677148707070441,-0.1459914982881186,20
KOSPI,manufacturing,test,total_borrowings_ratio,29,0.2537387763631755,-0.07138144764406927,21
KOSPI,manufacturing,test,current_ratio,6,0.23485059787829718,0.23485059787829718,22
KOSPI,manufacturing,test,ocf_to_total_liabilities,1,0.234075665473938,-0.234075665473938,23
KOSPI,manufacturing,test,cashflow_coverage_ratio,53,0.22546391934156418,-0.03361956198822777,24
