policy,policy_type,threshold_detail,valid_recall_floor,pr_auc,roc_auc,brier,logloss,precision,recall,f1,true_negative,false_positive,false_negative,true_positive,total_flagged,added_vs_45_default,added_true_risk,added_normal
global_valid_recall_ge_0.85,global_threshold,global:0.315,0.85,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.6293103448275862,0.874251497005988,0.731829573934837,419,86,21,146,232,0,0,0
global_valid_recall_ge_0.88,global_threshold,global:0.245,0.88,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.573076923076923,0.8922155688622755,0.6978922716627635,394,111,18,149,260,28,3,25
global_valid_recall_ge_0.90,global_threshold,global:0.235,0.9,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.5639097744360902,0.8982035928143712,0.6928406466512702,389,116,17,150,266,34,4,30
global_valid_recall_ge_0.92,global_threshold,global:0.220,0.92,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.5527272727272727,0.9101796407185628,0.6877828054298643,382,123,15,152,275,43,6,37
global_valid_recall_ge_0.95,global_threshold,global:0.175,0.95,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.5255972696245734,0.9221556886227545,0.6695652173913044,366,139,13,154,293,61,8,53
targeted_market_KOSDAQ_valid_recall_ge_0.90,targeted_segment_threshold,market=KOSDAQ:0.245; fallback:0.315,0.9,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.5843137254901961,0.8922155688622755,0.7061611374407583,399,106,18,149,255,23,3,20
targeted_market_KOSDAQ_valid_recall_ge_0.92,targeted_segment_threshold,market=KOSDAQ:0.230; fallback:0.315,0.92,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.5741444866920152,0.9041916167664671,0.7023255813953488,393,112,16,151,263,31,5,26
targeted_market_KOSDAQ_valid_recall_ge_0.95,targeted_segment_threshold,market=KOSDAQ:0.195; fallback:0.315,0.95,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.5523465703971119,0.9161676646706587,0.6891891891891891,381,124,14,153,277,45,7,38
targeted_industry_macro_category_manufacturing_valid_recall_ge_0.90,targeted_segment_threshold,industry_macro_category=manufacturing:0.245; fallback:0.315,0.9,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.5856573705179283,0.8802395209580839,0.7033492822966507,401,104,20,147,251,19,1,18
targeted_industry_macro_category_manufacturing_valid_recall_ge_0.92,targeted_segment_threshold,industry_macro_category=manufacturing:0.220; fallback:0.315,0.92,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.5725190839694656,0.8982035928143712,0.6993006993006993,393,112,17,150,262,30,4,26
targeted_industry_macro_category_it_services_valid_recall_ge_0.90,targeted_segment_threshold,industry_macro_category=it_services:0.175; fallback:0.315,0.9,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.6141078838174274,0.8862275449101796,0.7254901960784313,412,93,19,148,241,9,2,7
targeted_industry_macro_category_it_services_valid_recall_ge_0.92,targeted_segment_threshold,industry_macro_category=it_services:0.070; fallback:0.315,0.92,0.7749969045570326,0.910161854508804,0.1026266921864392,0.32027233723270115,0.5843137254901961,0.8922155688622755,0.7061611374407583,399,106,18,149,255,23,3,20
