variant,note,feature_count,best_iteration,threshold_tuned,test_pr_auc,test_roc_auc,test_precision,test_recall,test_f1,test_balanced_accuracy,test_brier,test_logloss,raw_test_brier,raw_test_logloss
drop_market_kospi,market_KOSDAQ만 유지,42,228,0.35864800214767456,0.7684646403742686,0.9052291456690579,0.6439024390243903,0.7904191616766467,0.7096774193548387,0.822932353115551,0.1046683416429381,0.3292769902082682,0.12347544376161675,0.38142997934460565
drop_market_kosdaq,market_KOSPI만 유지,42,228,0.35864800214767456,0.7684646403742686,0.9052291456690579,0.6439024390243903,0.7904191616766467,0.7096774193548387,0.822932353115551,0.1046683416429381,0.3292769902082682,0.12347544376161675,0.38142997934460565
industry_pct_add_amounts,절대금액 raw 유지 + fiscal_year+industry 내부 백분위 추가,46,227,0.32708901166915894,0.7647649749311644,0.9031185154443588,0.6267281105990783,0.8143712574850299,0.7083333333333334,0.8269876089405348,0.10539096256117948,0.33114284144093264,0.12441921708892385,0.3836651740645446
baseline_43,,43,184,0.40560799837112427,0.7665896204556483,0.9030888717614277,0.6666666666666666,0.7544910179640718,0.7078651685393258,0.8148692713582735,0.105235651731444,0.33229953401352547,0.12728811108917354,0.39120232595319476
log_amounts_replace,절대금액 3개를 signed log1p로 대체,43,131,0.3503029942512512,0.7663976469229585,0.9039248236200865,0.6376811594202898,0.7904191616766467,0.7058823529411765,0.820952155095749,0.1053150155637925,0.3311797076196035,0.12945040822668863,0.3954480386988434
drop_market_log_add,market_KOSDAQ만 유지 + log 변수 추가,45,272,0.4049620032310486,0.7756439483532049,0.9079030058694492,0.65625,0.7544910179640718,0.7019498607242339,0.8118989743285705,0.10314326336436486,0.32463091218481094,0.1214035303256636,0.37480423571375243
industry_pct_replace_amounts,절대금액 3개를 fiscal_year+industry 내부 백분위로 대체,43,307,0.35903200507164,0.7644833609032605,0.9042271891859844,0.6285714285714286,0.7904191616766467,0.7002652519893899,0.8179818580660461,0.10688722495420884,0.33337743053035374,0.12452294757867492,0.38530098803456186
log_amounts_add,절대금액 raw 유지 + log 변수 추가,46,268,0.3960770070552826,0.7689125207357824,0.9044821248591925,0.656084656084656,0.7425149700598802,0.6966292134831461,0.8069010493863757,0.10471011134891632,0.32785317945637904,0.12261141060027969,0.37801964770454577
drop_market_pct_add,market_KOSDAQ만 유지 + 산업 백분위 추가,45,268,0.2311979979276657,0.773829966546424,0.9071263413766527,0.5660377358490566,0.8982035928143712,0.6944444444444444,0.8352404102685718,0.10391716848636728,0.32527637328110603,0.12272445297878708,0.37704853037380415
