market,stock_code,corp_name,fiscal_year,eval_year,industry_macro_category,firm_size_group,split,is_speculative,prob_speculative,feature,rank,shap_value,abs_shap,direction,feature_value,stock_code_norm,firm_size_group_score,industry_macro_category_score,error_type,is_speculative_score,predicted_current,actual_label_name,predicted_label_name,prob_speculative_score,threshold,probability_distance_from_threshold,feature_group,korean_name,description,case_id
KOSDAQ,94970,제이엠티(주),2023,2024,manufacturing,small_and_medium,test,1,0.0123269867060947,interest_coverage_ratio,1,-1.1673392057418823,1.1673392057418823,decrease_risk,53.294298,094970,small_and_medium,manufacturing,false_negative,1,0,투기등급,투자적격,0.0123269867060947,0.315,0.3026730132939053,profitability_returns,이자보상배율,영업이익 대비 이자비용 배수,KOSDAQ|094970|제이엠티(주)|2023|2024
KOSDAQ,94970,제이엠티(주),2023,2024,manufacturing,small_and_medium,test,1,0.0123269867060947,ocf_to_total_borrowings,2,-0.6290692090988159,0.6290692090988159,decrease_risk,7.280508,094970,small_and_medium,manufacturing,false_negative,1,0,투기등급,투자적격,0.0123269867060947,0.315,0.3026730132939053,cashflow_structure,OCF/총차입금,총차입금 대비 영업현금흐름 비율,KOSDAQ|094970|제이엠티(주)|2023|2024
KOSDAQ,94970,제이엠티(주),2023,2024,manufacturing,small_and_medium,test,1,0.0123269867060947,equity_ratio,3,-0.5853238701820374,0.5853238701820374,decrease_risk,0.713055,094970,small_and_medium,manufacturing,false_negative,1,0,투기등급,투자적격,0.0123269867060947,0.315,0.3026730132939053,stability_leverage,자기자본비율,총자산 대비 자기자본 비율,KOSDAQ|094970|제이엠티(주)|2023|2024
KOSDAQ,94970,제이엠티(주),2023,2024,manufacturing,small_and_medium,test,1,0.0123269867060947,capital_impairment_ratio,4,-0.5371253490447998,0.5371253490447998,decrease_risk,-17.885609,094970,small_and_medium,manufacturing,false_negative,1,0,투기등급,투자적격,0.0123269867060947,0.315,0.3026730132939053,stability_leverage,자본잠식률,자본금 대비 자본잠식 정도,KOSDAQ|094970|제이엠티(주)|2023|2024
KOSDAQ,94970,제이엠티(주),2023,2024,manufacturing,small_and_medium,test,1,0.0123269867060947,total_borrowings_ratio,5,-0.4703649580478668,0.4703649580478668,decrease_risk,0.027052,094970,small_and_medium,manufacturing,false_negative,1,0,투기등급,투자적격,0.0123269867060947,0.315,0.3026730132939053,stability_leverage,총차입금비율,총자산 대비 총차입금 비율,KOSDAQ|094970|제이엠티(주)|2023|2024
KOSDAQ,94970,제이엠티(주),2023,2024,manufacturing,small_and_medium,test,1,0.0123269867060947,net_margin,6,-0.4508594572544098,0.4508594572544098,decrease_risk,0.18941,094970,small_and_medium,manufacturing,false_negative,1,0,투기등급,투자적격,0.0123269867060947,0.315,0.3026730132939053,profitability_returns,순이익률,매출액 대비 당기순이익 비율,KOSDAQ|094970|제이엠티(주)|2023|2024
KOSDAQ,94970,제이엠티(주),2023,2024,manufacturing,small_and_medium,test,1,0.0123269867060947,cashflow_coverage_ratio,7,-0.3482737243175506,0.3482737243175506,decrease_risk,157.019738,094970,small_and_medium,manufacturing,false_negative,1,0,투기등급,투자적격,0.0123269867060947,0.315,0.3026730132939053,cashflow_structure,현금흐름 커버리지,이자비용 대비 영업현금흐름 배수,KOSDAQ|094970|제이엠티(주)|2023|2024
KOSDAQ,94970,제이엠티(주),2023,2024,manufacturing,small_and_medium,test,1,0.0123269867060947,gross_profit,8,0.3268535137176513,0.3268535137176513,increase_risk,27759094,094970,small_and_medium,manufacturing,false_negative,1,0,투기등급,투자적격,0.0123269867060947,0.315,0.3026730132939053,profitability_returns,매출총이익,매출총이익(손실),KOSDAQ|094970|제이엠티(주)|2023|2024
KOSDAQ,94970,제이엠티(주),2023,2024,manufacturing,small_and_medium,test,1,0.0123269867060947,dividend_payer,9,-0.3129380941390991,0.3129380941390991,decrease_risk,1,094970,small_and_medium,manufacturing,false_negative,1,0,투기등급,투자적격,0.0123269867060947,0.315,0.3026730132939053,market_shareholder,배당금 지급 여부,해당 회계연도에 현금배당을 지급했는지 여부,KOSDAQ|094970|제이엠티(주)|2023|2024
KOSDAQ,94970,제이엠티(주),2023,2024,manufacturing,small_and_medium,test,1,0.0123269867060947,net_margin_diff,10,-0.3076628744602203,0.3076628744602203,decrease_risk,-0.1353,094970,small_and_medium,manufacturing,false_negative,1,0,투기등급,투자적격,0.0123269867060947,0.315,0.3026730132939053,trend_early_warning,순이익률 변화,전년 대비 순이익률 변화폭,KOSDAQ|094970|제이엠티(주)|2023|2024
KOSDAQ,92870,(주)엑시콘,2023,2024,manufacturing,mid_sized,test,1,0.0168424239424952,interest_coverage_ratio,1,-0.7485394477844238,0.7485394477844238,decrease_risk,1000000.0,092870,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0168424239424952,0.315,0.2981575760575048,profitability_returns,이자보상배율,영업이익 대비 이자비용 배수,KOSDAQ|092870|(주)엑시콘|2023|2024
KOSDAQ,92870,(주)엑시콘,2023,2024,manufacturing,mid_sized,test,1,0.0168424239424952,net_margin,2,-0.6566158533096313,0.6566158533096313,decrease_risk,0.059372,092870,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0168424239424952,0.315,0.2981575760575048,profitability_returns,순이익률,매출액 대비 당기순이익 비율,KOSDAQ|092870|(주)엑시콘|2023|2024
KOSDAQ,92870,(주)엑시콘,2023,2024,manufacturing,mid_sized,test,1,0.0168424239424952,equity_ratio,3,-0.4987283051013946,0.4987283051013946,decrease_risk,0.879343,092870,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0168424239424952,0.315,0.2981575760575048,stability_leverage,자기자본비율,총자산 대비 자기자본 비율,KOSDAQ|092870|(주)엑시콘|2023|2024
KOSDAQ,92870,(주)엑시콘,2023,2024,manufacturing,mid_sized,test,1,0.0168424239424952,net_margin_diff,4,-0.3980993926525116,0.3980993926525116,decrease_risk,-0.107497,092870,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0168424239424952,0.315,0.2981575760575048,trend_early_warning,순이익률 변화,전년 대비 순이익률 변화폭,KOSDAQ|092870|(주)엑시콘|2023|2024
KOSDAQ,92870,(주)엑시콘,2023,2024,manufacturing,mid_sized,test,1,0.0168424239424952,gross_profit,5,0.3960387110710144,0.3960387110710144,increase_risk,28251051,092870,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0168424239424952,0.315,0.2981575760575048,profitability_returns,매출총이익,매출총이익(손실),KOSDAQ|092870|(주)엑시콘|2023|2024
KOSDAQ,92870,(주)엑시콘,2023,2024,manufacturing,mid_sized,test,1,0.0168424239424952,total_borrowings_ratio,6,-0.3944002389907837,0.3944002389907837,decrease_risk,0.048197,092870,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0168424239424952,0.315,0.2981575760575048,stability_leverage,총차입금비율,총자산 대비 총차입금 비율,KOSDAQ|092870|(주)엑시콘|2023|2024
KOSDAQ,92870,(주)엑시콘,2023,2024,manufacturing,mid_sized,test,1,0.0168424239424952,dividend_payer,7,-0.3579266965389251,0.3579266965389251,decrease_risk,1,092870,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0168424239424952,0.315,0.2981575760575048,market_shareholder,배당금 지급 여부,해당 회계연도에 현금배당을 지급했는지 여부,KOSDAQ|092870|(주)엑시콘|2023|2024
KOSDAQ,92870,(주)엑시콘,2023,2024,manufacturing,mid_sized,test,1,0.0168424239424952,ocf_to_total_liabilities,8,-0.3366247713565826,0.3366247713565826,decrease_risk,1.058169,092870,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0168424239424952,0.315,0.2981575760575048,cashflow_structure,OCF/부채총계,총부채 대비 영업현금흐름 비율,KOSDAQ|092870|(주)엑시콘|2023|2024
KOSDAQ,92870,(주)엑시콘,2023,2024,manufacturing,mid_sized,test,1,0.0168424239424952,capital_impairment_ratio,9,-0.3284186422824859,0.3284186422824859,decrease_risk,-25.907651,092870,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0168424239424952,0.315,0.2981575760575048,stability_leverage,자본잠식률,자본금 대비 자본잠식 정도,KOSDAQ|092870|(주)엑시콘|2023|2024
KOSDAQ,92870,(주)엑시콘,2023,2024,manufacturing,mid_sized,test,1,0.0168424239424952,total_debt_turnover,10,-0.2456730306148529,0.2456730306148529,decrease_risk,4.1092,092870,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0168424239424952,0.315,0.2981575760575048,cashflow_structure,총부채회전율,총부채 대비 매출액 비율,KOSDAQ|092870|(주)엑시콘|2023|2024
KOSPI,3620,케이지모빌리티(주),2023,2024,manufacturing,mid_sized,test,1,0.0307287380482937,gross_profit,1,-1.2829264402389526,1.2829264402389526,decrease_risk,407465928,003620,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0307287380482937,0.315,0.2842712619517063,profitability_returns,매출총이익,매출총이익(손실),KOSPI|003620|케이지모빌리티(주)|2023|2024
KOSPI,3620,케이지모빌리티(주),2023,2024,manufacturing,mid_sized,test,1,0.0307287380482937,depreciation,2,-1.021195411682129,1.021195411682129,decrease_risk,116993347,003620,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0307287380482937,0.315,0.2842712619517063,cashflow_structure,감가상각비,감가상각비,KOSPI|003620|케이지모빌리티(주)|2023|2024
KOSPI,3620,케이지모빌리티(주),2023,2024,manufacturing,mid_sized,test,1,0.0307287380482937,assets_total,3,-0.964901566505432,0.964901566505432,decrease_risk,2635399999,003620,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0307287380482937,0.315,0.2842712619517063,stability_leverage,자산총계,총자산,KOSPI|003620|케이지모빌리티(주)|2023|2024
KOSPI,3620,케이지모빌리티(주),2023,2024,manufacturing,mid_sized,test,1,0.0307287380482937,capital_impairment_ratio,4,0.8036496639251709,0.8036496639251709,increase_risk,-0.158239,003620,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0307287380482937,0.315,0.2842712619517063,stability_leverage,자본잠식률,자본금 대비 자본잠식 정도,KOSPI|003620|케이지모빌리티(주)|2023|2024
KOSPI,3620,케이지모빌리티(주),2023,2024,manufacturing,mid_sized,test,1,0.0307287380482937,intangible_assets_ratio,5,-0.4972350895404815,0.4972350895404815,decrease_risk,0.070925,003620,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0307287380482937,0.315,0.2842712619517063,cashflow_structure,무형자산 비중,총자산 대비 무형자산 비율,KOSPI|003620|케이지모빌리티(주)|2023|2024
KOSPI,3620,케이지모빌리티(주),2023,2024,manufacturing,mid_sized,test,1,0.0307287380482937,listed_year,6,0.3801991939544678,0.3801991939544678,increase_risk,1975,003620,mid_sized,manufacturing,false_negative,1,0,투기등급,투자적격,0.0307287380482937,0.315,0.2842712619517063,context,상장연도,상장일에서 추출한 연도,KOSPI|003620|케이지모빌리티(주)|2023|2024
