variant,note,added_features,folds,eval_pr_auc_mean,eval_pr_auc_std,eval_pr_auc_min,eval_pr_auc_max,eval_roc_auc_mean,eval_roc_auc_std,eval_roc_auc_min,eval_roc_auc_max,eval_precision_mean,eval_precision_std,eval_precision_min,eval_precision_max,eval_recall_mean,eval_recall_std,eval_recall_min,eval_recall_max,eval_f1_mean,eval_f1_std,eval_f1_min,eval_f1_max,eval_false_positive_mean,eval_false_positive_std,eval_false_positive_min,eval_false_positive_max,eval_false_negative_mean,eval_false_negative_std,eval_false_negative_min,eval_false_negative_max,total_false_positive,total_false_negative,selection_stage
pair_rolling_pool__interest_burden_ratio__is_operating_income_turn_negative,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, is_operating_income_turn_negative","interest_burden_ratio, is_operating_income_turn_negative",4,0.7994086412216038,0.024552753304273187,0.7673467093384756,0.8362080028645708,0.9171251227382937,0.006431731501935067,0.908589835361489,0.926646838187892,0.6274708814960411,0.04776510938787545,0.5669642857142857,0.7005988023952096,0.8435056871936012,0.057040082010893875,0.7748344370860927,0.9071428571428571,0.7163960432270945,0.019215692195714288,0.6965699208443272,0.7358490566037735,80.75,18.619546181365433,50.0,97.0,24.75,9.01041064547005,13.0,34.0,323,99,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__ap_days_diff,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, ap_days_diff","interest_burden_ratio, ap_days_diff",4,0.8037741878032261,0.018776630489789975,0.7778882302547011,0.830716102124563,0.9176553844354417,0.005753797252438325,0.9099319971367216,0.9258116978257047,0.6206058704875734,0.05037645463431767,0.5589519650655022,0.6982248520710059,0.8557538488002064,0.05745108221902607,0.7814569536423841,0.9142857142857143,0.7160960910907592,0.022175808730363827,0.6937669376693767,0.7390300230946882,84.5,19.817921182606415,51.0,101.0,22.75,8.926785535678562,12.0,33.0,338,91,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__is_3y_consecutive_operating_loss,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, is_3y_consecutive_operating_loss","interest_burden_ratio, is_3y_consecutive_operating_loss",4,0.8006047689118858,0.025182641979125606,0.7648117859893372,0.8343418200550133,0.9169802845874975,0.006777722148592485,0.9071760916249105,0.9260607747758307,0.6172716404401126,0.037919584068043015,0.5669642857142857,0.6703910614525139,0.8542490897623348,0.05402166975625305,0.7947019867549668,0.9090909090909091,0.7145950356427523,0.02217752732009164,0.689119170984456,0.7441860465116279,84.5,15.074813431681335,59.0,97.0,23.0,8.573214099741124,13.0,32.0,338,92,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__equity_growth,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, equity_growth","interest_burden_ratio, equity_growth",4,0.8010511987278792,0.01980121262954659,0.7705830457246448,0.8256879316493688,0.9173538802925327,0.00489627495922902,0.9095561918396564,0.9230791771669695,0.6229661964956082,0.04381027263887488,0.5882352941176471,0.696969696969697,0.8468773293483558,0.07061554562052497,0.7615894039735099,0.9285714285714286,0.7144651668391453,0.020987450510864866,0.6787564766839378,0.7310344827586207,82.75,19.30511590226798,50.0,100.0,24.25,11.053845484717073,10.0,36.0,331,97,pair_rolling_pool
single__rolling_3y_cv_operating_margin,단일 후보 변수: rolling_3y_cv_operating_margin,rolling_3y_cv_operating_margin,4,0.7916871486906962,0.012837132293549077,0.7702336526386422,0.8040558281102874,0.9160730435308098,0.0034840980831095316,0.9106895728942973,0.9192807768268598,0.6156350981252716,0.04473469810108599,0.5777777777777777,0.6882352941176471,0.8583325270204409,0.054843613757833996,0.7748344370860927,0.9285714285714286,0.7139204424442314,0.013607037901684887,0.6926829268292682,0.7289719626168224,86.5,19.615045245933032,53.0,103.0,22.5,8.5,10.0,34.0,346,90,single
pair_rolling_pool__ar_days__capital_impairment_diff,"rolling 상위 단일 후보 2개 조합: ar_days, capital_impairment_diff","ar_days, capital_impairment_diff",4,0.7962571816906228,0.017790463312713334,0.766016267900709,0.8117841401984269,0.9170896343739975,0.005561901354928251,0.9076473395371033,0.9219510050987516,0.6231667780155372,0.049986303351009176,0.5676855895196506,0.703030303030303,0.841525382729853,0.06214634930636928,0.7682119205298014,0.9285714285714286,0.7124042575967355,0.01876742075455329,0.6857142857142857,0.7341772151898734,82.25,19.587942719948924,49.0,99.0,25.25,9.908960591303208,10.0,35.0,329,101,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__ocf_deficit_flag,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, ocf_deficit_flag","interest_burden_ratio, ocf_deficit_flag",4,0.7983083646819299,0.02470636166753479,0.7648117859893372,0.8343418200550133,0.9166251709511339,0.00670417360711303,0.9071760916249105,0.9260607747758307,0.6161658274715146,0.03759770068091822,0.5669642857142857,0.6703910614525139,0.8499877261259712,0.050054136633249514,0.7947019867549668,0.9071428571428571,0.7123892734293652,0.019388073952779483,0.689119170984456,0.7353629976580797,84.5,15.074813431681335,59.0,97.0,23.75,8.042853971072706,13.0,32.0,338,95,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, is_3y_consecutive_ocf_deficit","interest_burden_ratio, is_3y_consecutive_ocf_deficit",4,0.7983083646819299,0.02470636166753479,0.7648117859893372,0.8343418200550133,0.9166251709511339,0.00670417360711303,0.9071760916249105,0.9260607747758307,0.6161658274715146,0.03759770068091822,0.5669642857142857,0.6703910614525139,0.8499877261259712,0.050054136633249514,0.7947019867549668,0.9071428571428571,0.7123892734293652,0.019388073952779483,0.689119170984456,0.7353629976580797,84.5,15.074813431681335,59.0,97.0,23.75,8.042853971072706,13.0,32.0,338,95,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, negative_equity_flag","interest_burden_ratio, negative_equity_flag",4,0.7983083646819299,0.02470636166753479,0.7648117859893372,0.8343418200550133,0.9166251709511339,0.00670417360711303,0.9071760916249105,0.9260607747758307,0.6161658274715146,0.03759770068091822,0.5669642857142857,0.6703910614525139,0.8499877261259712,0.050054136633249514,0.7947019867549668,0.9071428571428571,0.7123892734293652,0.019388073952779483,0.689119170984456,0.7353629976580797,84.5,15.074813431681335,59.0,97.0,23.75,8.042853971072706,13.0,32.0,338,95,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, is_negative_equity_entry","interest_burden_ratio, is_negative_equity_entry",4,0.7983083646819299,0.02470636166753479,0.7648117859893372,0.8343418200550133,0.9166251709511339,0.00670417360711303,0.9071760916249105,0.9260607747758307,0.6161658274715146,0.03759770068091822,0.5669642857142857,0.6703910614525139,0.8499877261259712,0.050054136633249514,0.7947019867549668,0.9071428571428571,0.7123892734293652,0.019388073952779483,0.689119170984456,0.7353629976580797,84.5,15.074813431681335,59.0,97.0,23.75,8.042853971072706,13.0,32.0,338,95,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__ocf_to_total_borrowings_diff,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, ocf_to_total_borrowings_diff","interest_burden_ratio, ocf_to_total_borrowings_diff",4,0.8005843869706256,0.020769626109533725,0.7675675600444475,0.8249383954447906,0.9167696338271754,0.004810893685965646,0.9095204008589836,0.9223759010724961,0.6213819239550487,0.0403965678621808,0.5859030837004405,0.6867469879518072,0.8418396655772483,0.06441287119925385,0.7549668874172185,0.9142857142857143,0.7121365063316522,0.02039748960151936,0.6785714285714286,0.7336448598130841,82.5,17.755280904564703,52.0,95.0,25.0,9.974968671630002,12.0,37.0,330,100,pair_rolling_pool
pair_rolling_pool__is_operating_income_turn_negative__ar_days,"rolling 상위 단일 후보 2개 조합: is_operating_income_turn_negative, ar_days","is_operating_income_turn_negative, ar_days",4,0.7945300611831072,0.018723598482554685,0.7631090095140708,0.8125705716182879,0.9161390563265881,0.006053787206112685,0.9059293724648055,0.9217751860751333,0.6214572156629861,0.046235059268723004,0.5789473684210527,0.6964285714285714,0.8406647781026921,0.05479041080806881,0.7748344370860927,0.9071428571428571,0.7120482389283385,0.02443886842483793,0.6717557251908397,0.7335423197492164,82.5,18.364367672206956,51.0,96.0,25.25,8.728545125048045,13.0,34.0,330,101,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__ebitda_margin,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, ebitda_margin","interest_burden_ratio, ebitda_margin",4,0.8009831192047092,0.02366182046746375,0.7647219608648207,0.8309775650917349,0.9176453395919099,0.0056226142418533,0.9086196611787163,0.9240974623454258,0.6141607840762875,0.051701590798905864,0.5622317596566524,0.6946107784431138,0.8578944303489006,0.06577029021040191,0.7682119205298014,0.9357142857142857,0.7120239704959797,0.02346423829776757,0.6783042394014963,0.7378190255220418,87.25,21.040140208658308,51.0,102.0,22.5,10.136567466356647,9.0,35.0,349,90,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__delta_accruals_ratio,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, delta_accruals_ratio","interest_burden_ratio, delta_accruals_ratio",4,0.8032184094605712,0.021779528865671922,0.7713901520446689,0.8317621825373391,0.9176637105855997,0.005948850237905209,0.908542114053925,0.9249252769149623,0.6159539526874349,0.04816056276847236,0.5676855895196506,0.688622754491018,0.8528432384392649,0.06870972450567052,0.7615894039735099,0.9285714285714286,0.711781626281463,0.025405577384114152,0.6750629722921915,0.7441860465116279,85.75,19.57517560585345,52.0,99.0,23.25,10.615436872781073,10.0,36.0,343,93,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_operating_margin__market_spread,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_operating_margin, market_spread","rolling_3y_cv_operating_margin, market_spread",4,0.7909441455681208,0.017357257865371047,0.7611737147746898,0.8045782539383036,0.9143455752692671,0.005503498040226464,0.9050823192555476,0.9195523370638577,0.6122945213092496,0.033809564145938636,0.5785123966942148,0.659217877094972,0.8533864245577821,0.04785503790861199,0.7814569536423841,0.9142857142857143,0.7111333941882868,0.015172939612269051,0.687960687960688,0.7303102625298329,86.25,15.270478054075452,61.0,102.0,23.25,7.495832175282475,12.0,33.0,345,93,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__market_spread,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, market_spread","interest_burden_ratio, market_spread",4,0.7989712961664803,0.02184255334288687,0.7660333627630436,0.8274561524884141,0.9164093545706276,0.005548414137996559,0.9084824624194703,0.9241487428939812,0.6163672263100044,0.04065503369702768,0.5793991416309013,0.6826347305389222,0.8477108776984604,0.0652071946005594,0.7549668874172185,0.9142857142857143,0.7107939461915912,0.019920317293309682,0.678391959798995,0.7327188940092166,85.0,18.801595676963167,53.0,99.0,24.0,9.974968671630002,12.0,37.0,340,96,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__treasury_3y_diff,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, treasury_3y_diff","interest_burden_ratio, treasury_3y_diff",4,0.7967262793448715,0.023743714650541623,0.7605054241460756,0.8266271197425801,0.9154870827869299,0.006309769116294174,0.9059293724648056,0.9235700052745708,0.6130575326781795,0.04380792342504823,0.5695067264573991,0.68,0.8514570969868983,0.04763594327108158,0.7880794701986755,0.9071428571428571,0.7105450584491927,0.02184240466554405,0.68,0.7323943661971831,86.25,17.55526986406076,56.0,99.0,23.5,7.5,13.0,32.0,345,94,pair_rolling_pool
pair_rolling_pool__gross_margin__treasury_3y_diff,"rolling 상위 단일 후보 2개 조합: gross_margin, treasury_3y_diff","gross_margin, treasury_3y_diff",4,0.7958058660213528,0.019763719413040476,0.7633578455360449,0.8168823305387064,0.9159530875083757,0.005836861579279734,0.9064602720114531,0.9218850729648946,0.6138719116816957,0.03773871502872185,0.575107296137339,0.6703910614525139,0.8461863191995642,0.046779000816261684,0.7947019867549668,0.9142857142857143,0.709817119072312,0.021743736411726527,0.6733668341708543,0.7272727272727273,85.0,15.362291495737216,59.0,99.0,24.5,7.762087348130012,12.0,31.0,340,98,pair_rolling_pool
pair_rolling_pool__ebitda_margin__treasury_3y_diff,"rolling 상위 단일 후보 2개 조합: ebitda_margin, treasury_3y_diff","ebitda_margin, treasury_3y_diff",4,0.7937675086459673,0.020573806894053737,0.7611828195775783,0.8181419858067971,0.9158128417053543,0.005773742611168308,0.9066511572417085,0.92241253003575,0.6091718911496881,0.03519085187340454,0.5752212389380531,0.6666666666666666,0.855534262922508,0.052589442983782896,0.7947019867549668,0.9285714285714286,0.7095649716907063,0.01590807030546719,0.6835443037974683,0.7250755287009063,87.75,16.13032857693854,60.0,100.0,23.0,8.455767262643882,10.0,31.0,351,92,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__gross_margin,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, gross_margin","interest_burden_ratio, gross_margin",4,0.8002048958539354,0.02123410744129769,0.7722650373909573,0.8310127666065608,0.9173284402868795,0.004896170138294103,0.9105464089716058,0.9241267655160288,0.6161579161165838,0.047429414641966275,0.5545851528384279,0.686046511627907,0.8437408617872194,0.05391906465099165,0.7814569536423841,0.9071428571428571,0.7092764225447663,0.022273839179242524,0.6857142857142857,0.7323943661971831,84.5,18.296174463531987,54.0,102.0,24.75,8.613216588476108,13.0,33.0,338,99,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_operating_margin__equity_growth,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_operating_margin, equity_growth","rolling_3y_cv_operating_margin, equity_growth",4,0.7948755092519807,0.013434477143964871,0.772353660613022,0.8066273927990081,0.9158981132393361,0.003310215637619221,0.9102421856358864,0.9186635944700462,0.6053249710574246,0.046153610464833614,0.5617021276595745,0.6781609195402298,0.8632754938218514,0.05915097081018932,0.7814569536423841,0.9428571428571428,0.7084395898634464,0.018695247888040025,0.6797066014669927,0.7261538461538461,90.75,20.17888748172208,56.0,105.0,21.75,9.175374651751284,8.0,33.0,363,87,pair_rolling_pool
pair_rolling_pool__gross_margin__equity_growth,"rolling 상위 단일 후보 2개 조합: gross_margin, equity_growth","gross_margin, equity_growth",4,0.7958296737216398,0.0187009631129318,0.764179062424967,0.8108500824268206,0.9162669566066646,0.004033278526514537,0.9095561918396564,0.9196675444371296,0.6086095158079674,0.039627839579891105,0.5714285714285714,0.6724137931034483,0.8538276568905708,0.05703453424817095,0.7748344370860927,0.9090909090909091,0.7082631159828461,0.020901685680886007,0.674937965260546,0.730593607305936,88.25,18.498310733685926,57.0,102.0,23.0,8.74642784226795,13.0,34.0,353,92,pair_rolling_pool
single__interest_burden_ratio,단일 후보 변수: interest_burden_ratio,interest_burden_ratio,4,0.8014636892983251,0.022462374602239224,0.7678506428841336,0.8287878865869044,0.9170765991531553,0.006069075309906437,0.9074027678358386,0.9238337338099982,0.6207913569034946,0.052716550468739104,0.5758928571428571,0.7105263157894737,0.8393734232103438,0.08505732149795495,0.7152317880794702,0.9214285714285714,0.7080823564130871,0.015536496040226638,0.6838046272493573,0.7268623024830699,84.0,23.73815494093844,44.0,106.0,25.25,12.93010054098575,11.0,43.0,336,101,single
pair_rolling_pool__interest_burden_ratio__ar_days,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, ar_days","interest_burden_ratio, ar_days",4,0.8014553336377681,0.0278934115780757,0.7570488414481654,0.8341696166859252,0.9186441166031767,0.00621299094762169,0.9087508947745169,0.9258996073375139,0.6119940521056059,0.058946669256301286,0.5258964143426295,0.6904761904761905,0.8538089325134027,0.06792703783205335,0.7682119205298014,0.9428571428571428,0.7080150512389398,0.025169651896547778,0.6751918158567775,0.7370892018779343,88.0,23.885141824992374,52.0,119.0,23.25,10.59186008215743,8.0,35.0,352,93,pair_rolling_pool
pair_rolling_pool__gross_margin__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: gross_margin, is_3y_consecutive_ocf_deficit","gross_margin, is_3y_consecutive_ocf_deficit",4,0.794817494425468,0.016468225533626115,0.7676995063780937,0.8118168937615583,0.9149113118194331,0.00522055966813029,0.9063230732522071,0.9195334935239994,0.615704117779253,0.03896905498164725,0.5614035087719298,0.6704545454545454,0.8396553639517215,0.05676002396213825,0.7814569536423841,0.9142857142857143,0.7078782327451909,0.01752897544144563,0.6860158311345647,0.7281323877068558,83.75,15.911866640969563,58.0,100.0,25.5,9.233092656309694,12.0,35.0,335,102,pair_rolling_pool
pair_rolling_pool__delta_accruals_ratio__capital_impairment_diff,"rolling 상위 단일 후보 2개 조합: delta_accruals_ratio, capital_impairment_diff","delta_accruals_ratio, capital_impairment_diff",4,0.7992252499479763,0.01576712439605936,0.7730602144400139,0.8152901746033404,0.916116030685806,0.005979427917736451,0.9063827248866619,0.9221927562562269,0.6136733802768866,0.039523103963055715,0.5779816513761468,0.68,0.8433266857314871,0.058432248886820644,0.7818181818181819,0.9034090909090909,0.7077795970827769,0.01728517221102558,0.6825396825396826,0.7300613496932515,85.5,19.461500456028563,56.0,110.0,24.75,9.41740410091868,14.0,36.0,342,99,pair_rolling_pool
pair_rolling_pool__delta_accruals_ratio__ocf_deficit_flag,"rolling 상위 단일 후보 2개 조합: delta_accruals_ratio, ocf_deficit_flag","delta_accruals_ratio, ocf_deficit_flag",4,0.796470881117566,0.016087004498651806,0.7692494498518786,0.8110762411347295,0.9157775190448307,0.005511840138945747,0.9063827248866619,0.9203100275449804,0.6079243662066351,0.026100921686337448,0.5825688073394495,0.6458333333333334,0.8493185760155959,0.04433152978198714,0.793939393939394,0.9071428571428571,0.7076892524818601,0.02058912194589887,0.6735218508997429,0.7247058823529412,86.75,10.917302780449024,68.0,95.0,24.0,7.648529270389178,13.0,34.0,347,96,pair_rolling_pool
pair_rolling_pool__delta_accruals_ratio__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: delta_accruals_ratio, negative_equity_flag","delta_accruals_ratio, negative_equity_flag",4,0.796470881117566,0.016087004498651806,0.7692494498518786,0.8110762411347295,0.9157775190448307,0.005511840138945747,0.9063827248866619,0.9203100275449804,0.6079243662066351,0.026100921686337448,0.5825688073394495,0.6458333333333334,0.8493185760155959,0.04433152978198714,0.793939393939394,0.9071428571428571,0.7076892524818601,0.02058912194589887,0.6735218508997429,0.7247058823529412,86.75,10.917302780449024,68.0,95.0,24.0,7.648529270389178,13.0,34.0,347,96,pair_rolling_pool
pair_rolling_pool__delta_accruals_ratio__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: delta_accruals_ratio, is_negative_equity_entry","delta_accruals_ratio, is_negative_equity_entry",4,0.796470881117566,0.016087004498651806,0.7692494498518786,0.8110762411347295,0.9157775190448307,0.005511840138945747,0.9063827248866619,0.9203100275449804,0.6079243662066351,0.026100921686337448,0.5825688073394495,0.6458333333333334,0.8493185760155959,0.04433152978198714,0.793939393939394,0.9071428571428571,0.7076892524818601,0.02058912194589887,0.6735218508997429,0.7247058823529412,86.75,10.917302780449024,68.0,95.0,24.0,7.648529270389178,13.0,34.0,347,96,pair_rolling_pool
pair_rolling_pool__delta_accruals_ratio__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: delta_accruals_ratio, is_3y_consecutive_ocf_deficit","delta_accruals_ratio, is_3y_consecutive_ocf_deficit",4,0.7957484670174594,0.017311489008129118,0.766359793451452,0.8110762411347295,0.9158043622803353,0.005466092759088508,0.9064900978286805,0.9203100275449804,0.6070934584029851,0.02686488709351838,0.5814977973568282,0.6458333333333334,0.8508337275307474,0.042477710412539796,0.8,0.9071428571428571,0.7076761366956998,0.020610888463145825,0.673469387755102,0.7247058823529412,87.25,11.233320969330485,68.0,95.0,23.75,7.327175444876422,13.0,33.0,349,95,pair_rolling_pool
single__gross_margin,단일 후보 변수: gross_margin,gross_margin,4,0.7993597068549478,0.01814974597814977,0.7679958553543815,0.811821423535986,0.9168855369944531,0.0045169861394184895,0.9091207349081365,0.920038973216902,0.6114642951222569,0.04107228320663001,0.5569620253164557,0.6726190476190477,0.8503571966113357,0.07371570812880505,0.7483443708609272,0.9428571428571428,0.7074446751635268,0.01118829251344865,0.6958762886597938,0.7251732101616628,87.0,19.480759738778158,55.0,105.0,23.75,11.321991874224253,8.0,38.0,348,95,single
pair_rolling_pool__is_operating_income_turn_negative__ebitda_margin,"rolling 상위 단일 후보 2개 조합: is_operating_income_turn_negative, ebitda_margin","is_operating_income_turn_negative, ebitda_margin",4,0.7959500407093665,0.019000845426851595,0.7660730891483731,0.8174985081477355,0.9159825223468562,0.005523124102614096,0.907456454306848,0.9224857879622574,0.608708844027878,0.03474570950518678,0.5745614035087719,0.6666666666666666,0.8521147795361371,0.0684448222963045,0.7814569536423841,0.9357142857142857,0.7074101213921412,0.017846150089242774,0.6770833333333334,0.7210884353741497,87.75,17.65467360219384,59.0,106.0,23.5,10.897247358851684,9.0,35.0,351,94,pair_rolling_pool
pair_rolling_pool__gross_margin__roe,"rolling 상위 단일 후보 2개 조합: gross_margin, roe","gross_margin, roe",4,0.7916342474354054,0.018658950521798716,0.7606625037786695,0.8103790219485112,0.9138031863902234,0.004966173432395706,0.9055833929849677,0.9188155658442244,0.6120311714429362,0.041605607844258444,0.5746606334841629,0.6823529411764706,0.8462061186605888,0.06058098557901475,0.7682119205298014,0.9071428571428571,0.7073705646201199,0.01642953473327275,0.6820512820512821,0.7227414330218068,86.5,19.512816301087856,54.0,106.0,24.25,9.41740410091868,13.0,35.0,346,97,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_operating_margin__ap_days_diff,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_operating_margin, ap_days_diff","rolling_3y_cv_operating_margin, ap_days_diff",4,0.7952748926615217,0.01652246462130568,0.7683213037809192,0.8130063634915615,0.9163359642308383,0.004834578681195618,0.9082856120257695,0.9206221198156681,0.6057326645948973,0.03897384573298867,0.5622317596566524,0.6609195402298851,0.8579433466643731,0.06468422835422931,0.7615894039735099,0.9357142857142857,0.7071197750443772,0.017517183156091742,0.6847290640394089,0.7336448598130841,89.5,17.839562774911272,59.0,102.0,22.5,9.86154146165801,9.0,36.0,358,90,pair_rolling_pool
pair_rolling_pool__interest_burden_ratio__roe,"rolling 상위 단일 후보 2개 조합: interest_burden_ratio, roe","interest_burden_ratio, roe",4,0.7982373692808483,0.02326689592849832,0.7661186551819321,0.8300255736490717,0.9159168681835983,0.006156509225728099,0.9070627535194464,0.9241853718572349,0.6120133276522439,0.046538544358593684,0.548936170212766,0.6802325581395349,0.8469824187953328,0.06351409999568987,0.7748344370860927,0.9214285714285714,0.7070582113518642,0.01926987292226995,0.6876640419947506,0.728110599078341,86.5,19.72941965694886,55.0,106.0,24.25,10.059199769365355,11.0,34.0,346,97,pair_rolling_pool
pair_rolling_pool__is_3y_consecutive_operating_loss__capital_impairment_diff,"rolling 상위 단일 후보 2개 조합: is_3y_consecutive_operating_loss, capital_impairment_diff","is_3y_consecutive_operating_loss, capital_impairment_diff",4,0.7963643145590598,0.01597806184553199,0.7700811273575066,0.8123646636451795,0.915427626863902,0.0063822155500397985,0.9048079217370556,0.9212623805895799,0.6062164871546162,0.03240363075703413,0.5638766519823789,0.6458333333333334,0.8508201993922193,0.055316403014562476,0.7757575757575758,0.9142857142857143,0.7065190666193615,0.02617347940074227,0.6684073107049608,0.7370892018779343,87.5,11.715374513859981,68.0,99.0,23.75,9.310612224768036,12.0,37.0,350,95,pair_rolling_pool
pair_rolling_pool__treasury_3y_diff__ar_days,"rolling 상위 단일 후보 2개 조합: treasury_3y_diff, ar_days","treasury_3y_diff, ar_days",4,0.7958752037032527,0.021418005039547883,0.7616403992913532,0.8160997580757411,0.9167146741312778,0.0062759040951428586,0.9072417084228107,0.9242000234425365,0.6081374615426166,0.046886655677848624,0.5663716814159292,0.6839080459770115,0.8503072052120066,0.04980009596649661,0.7880794701986755,0.9142857142857143,0.7065020462519567,0.022500288112387613,0.6733167082294265,0.7323076923076923,88.25,19.22725929507375,55.0,101.0,23.75,7.949056547792323,12.0,32.0,353,95,pair_rolling_pool
pair_rolling_pool__gross_margin__rolling_3y_cv_ocf_to_total_borrowings,"rolling 상위 단일 후보 2개 조합: gross_margin, rolling_3y_cv_ocf_to_total_borrowings","gross_margin, rolling_3y_cv_ocf_to_total_borrowings",4,0.795157185316032,0.01636574412322805,0.7692856557024651,0.8143712450896295,0.9145355564429694,0.004983410281511574,0.9068301121450728,0.9194382582195393,0.6098500721659404,0.05254658705193496,0.5435684647302904,0.6826347305389222,0.8514581720707549,0.07381079202339154,0.7549668874172185,0.9357142857142857,0.7064232058860669,0.027399316797217958,0.6751269035532995,0.745920745920746,88.0,21.20141504711419,53.0,110.0,23.5,11.412712210513327,9.0,37.0,352,94,pair_rolling_pool
pair_rolling_pool__gross_margin__ocf_deficit_flag,"rolling 상위 단일 후보 2개 조합: gross_margin, ocf_deficit_flag","gross_margin, ocf_deficit_flag",4,0.7943520735039213,0.01723643989065079,0.7658378226919069,0.8118168937615583,0.914765165315019,0.005461556714171938,0.9057384872345503,0.9195334935239994,0.6103107298258584,0.04116553357460917,0.5614035087719298,0.6704545454545454,0.8442008184971761,0.05303760595218557,0.7814569536423841,0.9142857142857143,0.706017132104407,0.01997579350377381,0.6785714285714286,0.7281323877068558,86.25,16.528384676065595,58.0,100.0,24.75,8.525696452489967,12.0,33.0,345,99,pair_rolling_pool
pair_rolling_pool__gross_margin__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: gross_margin, negative_equity_flag","gross_margin, negative_equity_flag",4,0.7943520735039213,0.01723643989065079,0.7658378226919069,0.8118168937615583,0.914765165315019,0.005461556714171938,0.9057384872345503,0.9195334935239994,0.6103107298258584,0.04116553357460917,0.5614035087719298,0.6704545454545454,0.8442008184971761,0.05303760595218557,0.7814569536423841,0.9142857142857143,0.706017132104407,0.01997579350377381,0.6785714285714286,0.7281323877068558,86.25,16.528384676065595,58.0,100.0,24.75,8.525696452489967,12.0,33.0,345,99,pair_rolling_pool
pair_rolling_pool__gross_margin__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: gross_margin, is_negative_equity_entry","gross_margin, is_negative_equity_entry",4,0.7943520735039213,0.01723643989065079,0.7658378226919069,0.8118168937615583,0.914765165315019,0.005461556714171938,0.9057384872345503,0.9195334935239994,0.6103107298258584,0.04116553357460917,0.5614035087719298,0.6704545454545454,0.8442008184971761,0.05303760595218557,0.7814569536423841,0.9142857142857143,0.706017132104407,0.01997579350377381,0.6785714285714286,0.7281323877068558,86.25,16.528384676065595,58.0,100.0,24.75,8.525696452489967,12.0,33.0,345,99,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_operating_margin__rolling_3y_cv_ocf_to_total_borrowings,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_operating_margin, rolling_3y_cv_ocf_to_total_borrowings","rolling_3y_cv_operating_margin, rolling_3y_cv_ocf_to_total_borrowings",4,0.7875872998298983,0.015307911042170072,0.7615532661346858,0.799254930597486,0.9134102287084559,0.004108995403474519,0.9064304461942259,0.9165152669518842,0.6017356646450136,0.05445860299558024,0.5435684647302904,0.6896551724137931,0.864422249935495,0.05932313229878266,0.7947019867549668,0.9357142857142857,0.7058683025632821,0.0255838545687284,0.675,0.7384615384615385,92.75,22.664675157610354,54.0,110.0,21.5,9.340770846134703,9.0,31.0,371,86,pair_rolling_pool
